#{"t_start": 1770572360.01943, "env_id": "None"}
r,l,t
-16.210754,1,11.679537
-27.966295,2,11.691304
-170.35442,13,11.702986
-26.414518,2,11.703006
-7.553088,1,11.71201
-14.115223,1,11.720131
-160.497,15,11.739297
-207.64908,16,11.739316
-11.169415,1,11.74749
-106.44003,11,11.762015
-11.204322,1,11.769717
-13.306566,1,11.778339
-150.06892,12,11.786213
-19.651798,1,11.794842
-8.352465,1,11.802654
-9.122055,1,11.810695
-100.07232,10,11.818685
-66.242004,5,11.818698
-7.0101786,1,11.827601
-7.5210443,1,11.827614
-8.241192,1,11.836474
-8.345006,1,11.836487
-13.41008,1,11.845404
-7.280807,1,11.845421
-154.418,15,11.855105
-10.629238,1,11.855126
-122.22467,12,11.891307
-101.281334,8,11.891336
-17.181564,1,11.898921
-12.251173,1,11.907269
-174.25145,15,11.934456
-78.81333,9,11.943361
-8.2688675,1,11.951989
-110.92651,10,11.963951
-264.46094,20,11.972672
-8.43482,1,11.972691
-11.625925,1,11.981344
-44.880985,5,11.999078
-58.656124,6,12.023028
-42.441933,4,12.039251
-9.131833,1,12.047372
-195.71411,19,12.047393
-13.834345,1,12.055532
-226.63904,17,12.063496
-9.056088,1,12.063508
-7.5719757,1,12.072099
-331.82703,25,12.080847
-7.8530884,1,12.080875
-28.648764,3,12.089735
-55.055355,5,12.089753
-8.344272,1,12.089759
-7.7766523,1,12.098312
-26.2943,2,12.107083
-7.704452,1,12.114813
-10.332107,1,12.122506
-40.446064,3,12.138265
-93.440765,8,12.146216
-138.68823,10,12.154271
-7.8673444,1,12.162994
-134.49582,12,12.177844
-68.26127,5,12.199987
-137.42848,13,12.21433
-137.99405,11,12.214354
-43.01698,5,12.225835
-236.59718,16,12.225858
-12.531498,1,12.234197
-13.315903,1,12.24174
-100.84255,8,12.259069
-7.6051636,1,12.26777
-54.203995,5,12.267782
-11.286273,1,12.27581
-109.1108,8,12.275822
-245.80649,21,12.31356
-193.24237,12,12.313581
-139.25105,12,12.322049
-18.100374,1,12.322069
-7.9536076,1,12.322076
-154.17363,12,12.322082
-7.9175434,1,12.330356
-10.996053,1,12.330367
-24.562906,2,12.341076
-131.27837,11,12.37982
-161.80736,13,12.388647
-142.11853,13,12.388664
-13.823906,1,12.39666
-13.014591,1,12.405391
-29.368744,3,12.405407
-13.742404,1,12.412532
-210.69247,18,12.43296
-94.34377,8,12.432976
-9.924359,1,12.440108
-57.425198,6,12.458031
-144.37935,12,12.465404
-49.661953,5,12.482125
-177.39574,17,12.482141
-8.436177,1,12.490391
-33.144394,4,12.51016
-49.895443,6,12.518822
-167.23312,16,12.51884
-11.865415,1,12.527032
-8.269108,1,12.527048
-14.504571,1,12.535162
-6.8226414,1,12.535174
-12.923373,1,12.543669
-8.534335,1,12.543683
-174.39355,15,12.554845
-67.54672,6,12.572621
-45.198612,4,12.572632
-8.734521,1,12.580463
-192.42386,14,12.594562
-104.45016,10,12.59458
-7.6907964,1,12.603327
-10.3291,1,12.611627
-29.839966,3,12.619647
-73.10723,7,12.619661
-13.679416,1,12.628831
-10.043776,1,12.637578
-17.068338,2,12.650145
-63.440697,5,12.659141
-11.195571,1,12.659153
-135.88857,12,12.668336
-117.403915,10,12.682604
-32.94923,3,12.682618
-7.776184,1,12.691058
-9.430017,1,12.691073
-9.48212,1,12.698525
-79.00516,7,12.70746
-39.5661,5,12.721818
-48.068844,4,12.72957
-16.037827,1,12.737151
-68.89701,6,12.737162
-36.85442,4,12.748272
-9.457835,1,12.756705
-12.260058,1,12.764215
-229.37544,18,12.7759
-12.747821,1,12.784308
-80.389435,7,12.784319
-8.804651,1,12.793413
-7.731411,1,12.793435
-37.47395,4,12.812825
-41.7715,4,12.81285
-14.339212,2,12.825706
-142.60593,14,12.825729
-112.68317,11,12.835156
-8.361678,1,12.835172
-30.26825,3,12.835179
-16.416437,1,12.835184
-7.869014,1,12.84842
-7.666534,1,12.85735
-55.306324,5,12.870813
-38.364063,4,12.889046
-122.9366,10,12.896985
-92.58023,11,12.90583
-8.754242,1,12.905844
-7.76501,1,12.914381
-48.77352,5,12.926377
-25.838333,3,12.926394
-168.33618,15,12.941567
-25.595327,3,12.955475
-116.10784,10,12.966133
-8.645174,1,12.974711
-145.51877,13,12.99112
-7.7136445,1,12.999094
-84.360054,6,13.008521
-156.57315,15,13.00854
-8.5871315,1,13.01656
-27.140493,3,13.024709
-8.213833,1,13.032636
-21.784498,3,13.042073
-224.10097,15,13.053531
-7.7912235,1,13.062195
-7.88304,1,13.070726
-49.051365,5,13.080938
-57.86337,6,13.080953
-7.413901,1,13.089383
-20.01741,2,13.0894
-132.03944,11,13.0982
-11.322699,1,13.098213
-8.966627,1,13.107155
-16.82707,2,13.107169
-7.938742,1,13.107176
-71.81256,7,13.135996
-8.173639,1,13.142876
-113.25831,9,13.150993
-179.52625,14,13.161067
-42.358753,5,13.171279
-64.56765,5,13.178944
-87.90473,7,13.196862
-44.877766,5,13.196881
-286.65543,22,13.212778
-8.842362,1,13.220799
-119.582054,9,13.237761
-107.993546,9,13.237777
-22.6749,1,13.245436
-12.723059,1,13.253996
-180.88647,15,13.25401
-79.911964,7,13.262231
-9.351062,1,13.262241
-121.50226,10,13.296193
-137.00336,12,13.306466
-8.215893,1,13.314565
-16.192554,1,13.322284
-247.37643,18,13.331561
-191.01077,16,13.331578
-8.171008,1,13.34044
-7.6558647,1,13.340465
-14.099617,1,13.349228
-10.261924,1,13.349266
-110.483665,10,13.367268
-8.745629,1,13.377208
-118.98605,8,13.395005
-125.998375,11,13.395029
-66.16288,5,13.403038
-11.49681,1,13.411525
-11.077224,1,13.419719
-169.97519,12,13.427726
-33.114265,3,13.440341
-14.245468,1,13.449529
-130.82164,11,13.467745
-143.861,11,13.467764
-7.420372,1,13.476873
-15.925034,1,13.476886
-7.535781,1,13.485293
-43.304226,5,13.501144
-35.02139,4,13.50116
-188.95099,14,13.50982
-68.12629,7,13.532088
-61.56173,7,13.532101
-172.66112,18,13.540472
-85.59449,7,13.540499
-8.103494,1,13.548029
-37.493362,3,13.556576
-96.35329,8,13.580871
-88.12002,8,13.592194
-148.67204,12,13.60134
-65.90955,5,13.612676
-9.651734,1,13.621137
-46.69801,4,13.629641
-9.454026,1,13.638335
-7.147583,1,13.646645
-86.0413,7,13.646661
-203.06575,17,13.655268
-49.126015,5,13.664109
-22.994558,3,13.672573
-10.235833,1,13.681095
-116.61262,7,13.704731
-34.03363,3,13.717794
-106.95667,9,13.730599
-149.06587,11,13.730631
-37.161133,3,13.741245
-14.985023,1,13.741274
-7.907828,1,13.741281
-40.530777,3,13.759706
-8.210734,1,13.768795
-215.76353,18,13.768827
-9.544141,1,13.776686
-59.367252,6,13.785173
-88.702324,8,13.796534
-53.72418,5,13.8052
-8.075836,1,13.813471
-81.748604,7,13.825673
-29.11997,3,13.834774
-55.78754,5,13.834791
-59.76277,7,13.834798
-11.959121,1,13.843128
-20.884014,2,13.851404
-44.625458,4,13.859787
-20.4728,1,13.859817
-7.047866,1,13.868925
-35.2153,4,13.87824
-9.551463,1,13.878263
-13.155161,1,13.886113
-76.706024,8,13.898852
-45.016945,4,13.906809
-35.180244,3,13.917941
-171.81837,15,13.941402
-102.74603,10,13.950783
-141.98177,11,13.965977
-9.180519,1,13.97639
-10.107994,1,13.985022
-210.7188,18,13.985037
-7.3304296,1,13.994029
-13.464603,1,14.002156
-88.602196,8,14.002171
-22.158026,3,14.01072
-7.6515713,1,14.010735
-11.224163,1,14.010742
-77.78461,5,14.031905
-129.08455,13,14.031934
-79.396736,7,14.043059
-56.053337,5,14.056482
-57.890285,6,14.06915
-87.824844,9,14.077909
-9.402023,1,14.077924
-79.10901,7,14.092229
-37.572643,4,14.101112
-11.175892,1,14.101129
-48.999134,5,14.109818
-8.490318,1,14.109831
-14.351485,1,14.118192
-9.487866,1,14.118209
-28.117998,2,14.118216
-249.1632,25,14.139542
-12.5390215,1,14.148772
-74.09476,7,14.157554
-11.873261,1,14.15758
-14.922882,1,14.165603
-111.381226,11,14.182498
-172.27985,11,14.182513
-51.194866,3,14.18252
-12.627616,1,14.19163
-13.064308,1,14.191639
-41.592625,5,14.191645
-8.622223,1,14.199214
-29.779781,3,14.207604
-78.646706,8,14.231861
-146.53317,11,14.247291
-139.98805,11,14.255872
-7.8899426,1,14.255885
-11.049848,1,14.265298
-75.01307,8,14.276913
-37.353226,4,14.28622
-185.11426,18,14.295392
-7.6338754,1,14.306115
-33.441036,3,14.306151
-10.590203,1,14.315329
-18.066324,2,14.328678
-8.958855,1,14.337695
-58.06321,6,14.337716
-8.508699,1,14.346904
-17.306808,1,14.356386
-7.9882574,1,14.365252
-15.07104,1,14.374172
-14.387871,1,14.382944
-8.260994,1,14.393989
-7.9889274,1,14.402623
-159.64624,18,14.414576
-9.246946,1,14.422913
-28.241241,3,14.437052
-220.74168,19,14.448158
-194.00604,18,14.461737
-49.260612,5,14.461755
-14.126982,1,14.470682
-115.25308,12,14.470699
-80.73709,8,14.488001
-14.114975,1,14.496231
-109.89009,9,14.514317
-8.210009,1,14.522903
-163.10768,12,14.53352
-7.639715,1,14.541871
-149.78525,9,14.55141
-152.18802,15,14.551442
-9.166292,1,14.551449
-9.292996,1,14.561337
-61.76153,5,14.583197
-98.4004,11,14.595255
-99.17789,7,14.595276
-74.60052,7,14.604246
-9.111036,1,14.604259
-9.004126,1,14.604266
-35.17029,3,14.604271
-53.759552,5,14.62592
-105.8937,8,14.639224
-13.327564,1,14.647156
-92.74638,9,14.647177
-7.842105,1,14.655919
-95.708244,10,14.655931
-8.676541,1,14.655937
-15.927354,2,14.666606
-40.217587,3,14.676055
-8.57729,1,14.676067
-7.711537,1,14.684482
-77.145645,6,14.707536
-101.528984,10,14.707548
-116.357086,10,14.721928
-34.73555,4,14.730627
-13.17215,1,14.730638
-61.852463,5,14.749386
-253.10892,25,14.757729
-105.72609,10,14.757741
-8.5430155,1,14.766305
-13.764215,1,14.774942
-40.621777,4,14.783383
-40.348503,3,14.783394
-16.67166,2,14.795284
-9.080028,1,14.805485
-8.359169,1,14.814295
-42.225506,4,14.814321
-40.56338,3,14.828434
-122.74413,10,14.84059
-179.51218,18,14.84061
-73.21351,6,14.857781
-136.03958,11,14.882648
-148.46178,12,14.890731
-10.083368,1,14.890745
-217.42607,21,27.061506
-52.105434,5,27.069788
-8.014958,1,27.078996
-160.14972,16,27.093985
-8.705279,1,27.102196
-135.16675,10,27.110525
-46.872326,5,27.11963
-8.626776,1,27.119652
-7.01633,1,27.129207
-12.959162,1,27.129223
-11.664487,1,27.138582
-84.066345,9,27.13861
-14.25239,1,27.147538
-103.762054,10,27.186376
-14.88722,1,27.196171
-60.21897,7,27.205402
-74.80552,6,27.228645
-183.03275,15,27.237358
-9.493767,1,27.237379
-196.64854,18,27.24999
-188.59227,16,27.276083
-12.293071,1,27.284021
-123.095825,11,27.300001
-143.97629,13,27.300026
-7.3837624,1,27.308291
-23.768024,3,27.31865
-46.651646,5,27.331746
-8.285528,1,27.340441
-39.40958,4,27.340456
-317.28177,23,27.3553
-155.29419,15,27.364702
-45.234875,5,27.372992
-11.68724,1,27.373012
-105.83156,8,27.388229
-30.687525,3,27.388252
-13.173411,1,27.396376
-7.612299,1,27.404219
-107.154945,9,27.420974
-93.956894,8,27.432997
-150.76472,13,27.433019
-91.179016,8,27.444437
-8.530525,1,27.452644
-40.5322,3,27.452659
-62.763065,5,27.465407
-27.351366,3,27.476072
-97.482124,8,27.476109
-11.915845,1,27.483823
-54.410847,5,27.498563
-18.143692,1,27.507723
-68.9743,7,27.51919
-64.698494,7,27.527308
-44.561844,5,27.539644
-10.353496,1,27.548515
-30.549976,3,27.548532
-219.81273,15,27.557308
-8.212295,1,27.557324
-13.178088,1,27.566032
-7.7844543,1,27.566047
-8.258503,1,27.574282
-7.0460124,1,27.583299
-93.00676,7,27.601157
-96.24867,9,27.617336
-233.81435,15,27.617363
-119.10774,10,27.631628
-7.8611083,1,27.644696
-8.215409,1,27.652935
-133.15192,10,27.661886
-75.57251,8,27.672991
-8.011254,1,27.681335
-12.384125,1,27.691732
-13.222721,1,27.700382
-152.663,12,27.708726
-164.30602,15,27.737172
-95.91859,10,27.747778
-11.11509,1,27.755482
-123.44682,13,27.762937
-81.19975,6,27.786793
-71.61779,8,27.795693
-252.75557,25,27.795717
-18.411013,2,27.804202
-9.275878,1,27.80422
-33.663624,2,27.81496
-73.82819,6,27.829408
-13.7935095,1,27.838019
-11.904649,1,27.846535
-230.23354,19,27.84655
-7.9040833,1,27.854966
-88.17552,7,27.878696
-62.051476,6,27.878718
-142.18422,14,27.878726
-150.60837,13,27.887769
-7.754853,1,27.887787
-7.8074374,1,27.887797
-10.562839,1,27.887804
-8.1311455,1,27.897212
-8.718106,1,27.897239
-9.204712,1,27.897247
-8.08074,1,27.897253
-9.023209,1,27.906243
-17.714287,2,27.917932
-9.090068,1,27.928509
-46.277267,5,27.936875
-94.659706,7,27.948008
-106.0278,9,27.970759
-90.9327,8,27.970781
-7.0114765,1,27.979414
-11.23446,1,27.979429
-171.1408,14,27.979435
-10.249639,1,27.988268
-7.781718,1,27.988299
-7.66651,1,27.988306
-8.086238,1,27.997142
-180.36853,15,28.025147
-102.023415,7,28.025189
-8.620767,1,28.032934
-71.760704,8,28.041546
-22.440044,2,28.049414
-23.548536,3,28.049436
-9.253762,1,28.05815
-10.971825,1,28.058162
-173.03099,15,28.076947
-8.346765,1,28.085143
-56.406494,6,28.093639
-7.6481752,1,28.1017
-11.833201,1,28.111205
-87.0727,9,28.119667
-12.675081,1,28.12781
-6.6273856,1,28.135954
-9.1137905,1,28.143776
-79.20386,8,28.162135
-133.76083,11,28.162155
-215.16928,19,28.170721
-73.947235,7,28.182792
-7.627303,1,28.190587
-55.861084,6,28.202106
-59.433765,6,28.202133
-7.3814173,1,28.21104
-51.666866,6,28.211059
-43.561115,4,28.227023
-41.565933,4,28.234977
-46.995205,5,28.243173
-27.673376,3,28.251393
-9.617728,1,28.259553
-24.090317,2,28.259569
-8.055454,1,28.267562
-122.309204,11,28.267574
-9.117258,1,28.275496
-111.095985,9,28.293753
-56.89502,6,28.293772
-45.74415,5,28.293788
-13.003642,1,28.302112
-8.093214,1,28.309845
-31.688568,3,28.317667
-9.153603,1,28.328085
-21.933071,2,28.340099
-8.388732,1,28.348747
-9.1612425,1,28.357233
-129.96907,12,28.357243
-167.9965,11,28.371265
-9.03349,1,28.379628
-72.924065,6,28.391082
-179.1955,15,28.406471
-75.750374,5,28.426447
-135.26923,11,28.434566
-8.727689,1,28.434584
-8.802289,1,28.44292
-169.00514,16,28.442933
-14.277446,1,28.450508
-120.93369,12,28.458421
-15.385636,1,28.466383
-63.633457,6,28.482007
-21.146961,1,28.489416
-42.488453,3,28.502335
-128.03194,12,28.525421
-165.87062,14,28.525459
-7.7824335,1,28.534392
-105.26056,9,28.549198
-29.36684,4,28.557802
-25.729948,1,28.565635
-106.06733,9,28.580475
-17.800243,1,28.588708
-308.36255,26,28.588722
-7.506796,1,28.597469
-69.48856,8,28.606036
-8.43674,1,28.615226
-13.640563,1,28.623342
-7.6371107,1,28.631851
-53.506126,4,28.631872
-110.39509,10,28.64145
-45.047077,3,28.653529
-17.275625,1,28.662173
-91.03818,9,28.683248
-10.917015,1,28.691259
-121.81836,10,28.706655
-214.85707,19,28.706672
-17.644241,2,28.719307
-91.51089,8,28.731383
-7.0741534,1,28.741905
-75.07319,8,28.758001
-9.292738,1,28.76725
-199.67517,23,28.775586
-165.23355,14,28.800773
-75.12743,7,28.800792
-174.826,12,28.809402
-11.358245,1,28.809419
-38.868225,4,28.82372
-49.840088,4,28.83378
-49.65222,4,28.852667
-16.000711,1,28.860524
-124.66655,10,28.86849
-60.341515,7,28.868508
-10.050431,1,28.868515
-7.0415597,1,28.876705
-7.1936316,1,28.885496
-183.53903,19,28.885522
-7.723409,1,28.894574
-39.37081,3,28.894594
-7.4537296,1,28.903759
-24.416185,2,28.912657
-49.49358,5,28.912669
-8.745049,1,28.912677
-25.661873,3,28.928519
-40.852505,3,28.928545
-8.01795,1,28.937873
-8.514271,1,28.946706
-91.799736,8,28.946722
-11.764895,1,28.955767
-79.822754,7,28.964905
-51.87645,4,28.964918
-17.744308,2,28.964924
-6.6644845,1,28.964929
-39.80842,3,28.980056
-28.391584,3,28.994592
-58.769634,7,29.002644
-89.8903,8,29.010488
-115.16532,10,29.0225
-7.3200216,1,29.031653
-79.75968,6,29.04031
-9.947711,1,29.04033
-8.830635,1,29.048097
-7.8978357,1,29.056706
-73.14977,7,29.056717
-11.674054,1,29.065376
-27.9541,3,29.065391
-76.749725,8,29.074218
-7.1417665,1,29.074232
-7.8452444,1,29.083131
-7.948068,1,29.091715
-13.7054,1,29.099817
-80.57357,8,29.114069
-11.666198,1,29.12191
-10.103496,1,29.131064
-8.953729,1,29.139982
-94.26925,10,29.140006
-93.62207,9,29.140012
-7.853244,1,29.14909
-8.446576,1,29.149121
-91.323524,7,29.149131
-8.913699,1,29.157618
-44.419395,5,29.176624
-7.6937356,1,29.18594
-9.055392,1,29.193722
-22.739864,2,29.203745
-7.9243445,1,29.212465
-106.67649,11,29.212479
-14.511895,2,29.223483
-46.05608,4,29.235781
-7.5403748,1,29.245454
-189.85075,15,29.245475
-14.305648,1,29.253352
-69.955956,7,29.267673
-255.18625,21,29.282985
-8.963418,1,29.291119
-79.67441,8,29.299406
-137.04942,11,29.309843
-90.55548,9,29.32062
-13.201656,1,29.328829
-60.50281,6,29.337917
-8.3387165,1,29.347556
-112.26862,8,29.347579
-35.394085,3,29.356727
-6.597555,1,29.356738
-11.277324,1,29.364969
-9.510453,1,29.373113
-97.54378,9,29.38187
-30.662619,3,29.381884
-8.124275,1,29.381891
-14.717299,1,29.390237
-59.331352,6,29.398913
-35.223392,3,29.41071
-81.59142,9,29.431094
-57.303574,5,29.451465
-8.871744,1,29.459922
-128.41492,14,29.468081
-8.797393,1,29.468099
-8.4665,1,29.479093
-14.47765,1,29.487259
-136.37904,15,29.495469
-266.79684,21,29.508002
-53.386646,5,29.508018
-8.675679,1,29.515996
-8.6672,1,29.523892
-11.304497,1,29.532289
-112.26976,7,29.540104
-75.69285,5,29.548077
-88.38198,8,29.557474
-16.193237,1,29.557509
-52.67563,5,29.581406
-9.802492,1,29.589418
-106.99669,9,29.597941
-79.634224,7,29.597954
-8.874012,1,29.606437
-12.517527,1,29.614246
-183.66724,16,29.631021
-71.872955,7,29.631033
-16.063948,2,29.642046
-72.892075,7,29.661714
-231.51431,16,29.674635
-60.095905,4,29.682579
-8.003278,1,29.693166
-185.77248,18,29.704484
-146.19206,12,29.704501
-8.219933,1,29.712337
-9.063867,1,29.720918
-92.334724,7,29.72947
-30.49204,3,29.729481
-19.998146,2,29.740797
-8.565932,1,29.7488
-27.565847,2,29.760674
-11.248503,1,29.770405
-65.29356,7,29.770432
-13.286677,1,29.779209
-9.286572,1,29.779232
-8.143725,1,29.787706
-147.24568,13,29.787721
-7.932828,1,29.796429
-12.861216,1,29.796441
-117.18106,10,29.804823
-7.486022,1,29.804833
-9.7507,1,29.813265
-57.92533,5,29.827832
-37.20936,4,29.836316
-125.37785,9,29.844205
-25.418823,3,29.858247
-125.138214,12,29.884754
-180.07195,16,29.8848
-97.91158,7,29.884808
-203.94257,19,29.91763
-8.207072,1,29.927745
-11.946903,1,29.935126
-134.81609,12,29.945614
-13.441901,1,29.954319
-161.1001,13,29.954338
-58.557117,5,29.966188
-44.883102,4,29.984879
-53.20838,6,29.984912
-7.927961,1,29.992754
-16.361973,1,30.000365
-11.860469,1,30.008407
-11.383205,1,30.016344
-113.50996,11,30.024091
-24.921429,3,30.040846
-69.98312,5,30.049294
-349.66415,28,30.049318
-11.1927805,1,30.05828
-14.437043,1,30.065745
-7.439324,1,30.075267
-43.34385,3,30.075283
-34.03225,4,30.07529
-144.2826,13,30.084269
-7.4908566,1,30.084291
-14.065049,1,30.095682
-7.6681795,1,30.095701
-8.285746,1,30.104809
-7.9225864,1,30.104826
-8.835283,1,30.113084
-8.8151245,1,30.113095
-7.6639028,1,30.121182
-87.36647,6,30.13012
-8.186096,1,30.139327
-74.28024,4,30.147627
-20.017275,1,30.147638
-8.297031,1,30.156155
-8.410732,1,30.156166
-84.347916,6,30.167786
-8.822435,1,30.17692
-7.406948,1,30.184966
-207.58826,19,30.208594
-8.604181,1,30.217048
-139.6704,12,30.225789
-74.745026,8,30.225805
-20.130999,2,30.236179
-256.8287,20,30.256907
-105.38259,9,30.256928
-13.463495,1,30.264388
-130.35909,11,30.279876
-105.27247,8,30.294059
-114.44551,11,30.313672
-77.85641,5,30.322863
-13.882969,1,30.322881
-154.12206,13,30.341916
-43.254875,5,30.341936
-13.943148,1,30.350125
-12.941593,1,30.358147
-11.314645,1,30.367109
-26.029243,3,30.367136
-303.51614,29,30.367143
-33.556602,3,30.381762
-135.32076,11,30.381774
-11.101578,1,30.390595
-15.453224,2,30.398635
-8.47512,1,30.408014
-75.034706,6,30.408028
-74.312004,6,30.408035
-8.513087,1,30.415975
-103.10271,12,30.4486
-113.24925,10,30.448618
-124.61173,9,30.448625
-8.217171,1,30.45643
-16.828335,2,30.464243
-26.194931,3,30.474613
-33.01469,2,30.474624
-156.0454,15,30.48279
-7.4697304,1,30.482799
-18.2461,2,30.495237
-9.955124,1,30.504231
-11.101934,1,30.513352
-54.78934,5,30.513387
-50.202927,5,30.522275
-12.646306,1,30.522295
-15.684847,2,30.531439
-13.954333,1,30.531451
-6.853006,1,30.539678
-7.63231,1,30.548106
-72.6248,8,30.569291
-141.59502,11,30.585354
-80.958786,9,30.605679
-7.813282,1,30.619887
-164.2046,16,30.629874
-367.51614,31,30.641717
-8.718502,1,30.649988
-204.85866,18,30.679251
-137.07227,13,30.687553
-9.835538,1,30.687567
-10.920575,1,30.69529
-116.17093,11,30.704091
-8.049583,1,30.704105
-254.74556,17,30.719936
-37.50881,2,30.731866
-7.622258,1,30.739848
-8.138571,1,30.747866
-108.49237,9,30.758971
-8.006588,1,30.767106
-143.96834,13,30.775268
-173.13394,14,30.78917
-15.746423,1,30.797566
-94.390434,9,30.805072
-83.857124,7,30.813826
-15.412408,2,30.81385
-87.82961,8,30.825971
-56.46174,3,30.834304
-6.91638,1,30.834317
-23.473572,2,30.848134
-8.903544,1,30.855823
-35.85593,4,30.863807
-112.25113,10,30.877721
-71.498276,7,30.891185
-93.36806,9,30.91627
-221.38933,20,30.916301
-8.606427,1,30.925995
-7.7009387,1,30.926022
-14.799114,1,30.934366
-85.20493,10,30.948612
-44.873802,4,30.957538
-16.666836,1,30.965473
-229.2375,20,30.97733
-7.3589087,1,30.985695
-84.32895,8,30.993905
-68.481476,6,30.993919
-20.905848,2,31.005189
-82.55132,8,31.016218
-12.336384,1,31.024977
-52.029037,5,31.025006
-52.196598,5,31.04676
-7.315851,1,31.055669
-94.029655,9,31.05569
-11.5498495,1,31.063228
-177.37859,16,31.078111
-33.37338,3,31.091426
-96.13117,7,31.098888
-113.330345,9,31.106695
-56.207428,5,31.120363
-40.71811,4,31.120376
-11.410566,1,31.129425
-203.63239,20,31.138389
-105.7368,8,31.154392
-105.44769,9,31.177191
-101.38456,11,31.18564
-13.676122,1,31.185661
-7.803759,1,31.194306
-11.4609995,1,31.194319
-131.44336,14,31.203069
-13.67516,1,31.210749
-25.145237,3,31.218604
-24.939068,2,31.231339
-46.695454,5,31.231371
-28.21096,3,31.231377
-14.381118,1,31.239256
-188.203,16,31.251406
-45.33697,4,31.259423
-14.584406,1,31.259437
-19.410616,1,31.266752
-27.8431,3,31.280681
-121.2521,9,31.288618
-78.77952,8,31.288632
-9.79928,1,31.295931
-35.788208,3,31.303548
-81.47248,7,31.326318
-195.44313,15,31.343579
-24.632036,2,31.343619
-129.21611,10,31.343626
-8.202789,1,31.351728
-8.193319,1,31.351749
-12.00687,1,31.351755
-12.676306,1,31.361428
-7.371676,1,31.361443
-10.593611,1,31.370422
-7.732219,1,31.379481
-121.68923,13,31.387752
-27.250525,2,31.396259
-47.17906,5,31.396273
-16.705297,1,31.396279
-7.6880994,1,31.405152
-10.345199,1,31.405164
-7.9772463,1,31.412799
-7.017805,1,31.421766
-51.126602,4,31.430152
-11.149074,1,31.430162
-86.71483,9,31.438207
-8.756256,1,31.438219
-8.264355,1,31.44689
-10.825683,1,31.455355
-34.865635,3,31.463271
-8.377891,1,31.471732
-40.63559,4,31.484168
-26.150517,2,31.484185
-115.553764,9,31.495727
-8.797781,1,31.504618
-174.4166,14,31.513695
-54.985477,4,31.513706
-60.895515,4,31.513712
-9.178214,1,31.522701
-8.807224,1,31.522709
-9.107704,1,31.522715
-52.227394,5,31.538928
-41.27366,3,31.538953
-7.6824136,1,31.547576
-29.252607,4,31.547606
-8.098608,1,31.554981
-31.03878,3,31.567336
-16.876083,1,31.579706
-113.22066,10,31.591607
-26.857706,2,31.591621
-8.410694,1,31.599766
-12.212905,1,31.609782
-8.053556,1,31.618066
-12.913976,1,31.626199
-84.77628,8,31.643227
-144.79044,14,31.65154
-9.253939,1,31.660393
-89.55783,7,31.668809
-8.174395,1,31.668839
-195.19803,19,31.679603
-11.103845,1,31.688088
-16.4284,2,31.688103
-12.079898,1,31.697805
-54.564335,6,31.697822
-9.045704,1,31.697831
-14.014219,1,31.705621
-16.726883,1,31.713881
-26.947168,3,31.723069
-22.745304,2,31.731812
-13.675552,1,31.731822
-11.88815,1,31.740406
-78.20404,8,31.740415
-13.681923,1,31.74042
-8.623166,1,31.749092
-26.718956,2,31.75837
-7.2797456,1,31.758398
-7.427207,1,31.768648
-12.633694,1,31.768671
-53.209267,4,31.777512
-41.541832,4,31.792901
-140.61992,12,31.79291
-11.732203,1,31.800908
-6.7289886,1,31.80092
-7.765746,1,31.809614
-8.106828,1,31.809625
-41.88493,3,31.823996
-8.194638,1,31.832722
-198.55327,15,31.852133
-10.962481,1,31.860922
-155.36404,15,31.860944
-13.607074,1,31.869178
-7.3163223,1,31.869189
-11.994262,1,31.878484
-9.068714,1,31.8785
-114.49988,12,31.878506
-10.080982,1,31.887794
-54.555897,4,31.906244
-141.32118,14,31.914466
-11.1256075,1,31.914477
-8.825183,1,31.923888
-180.39076,13,31.947487
-82.89097,7,31.947505
-8.773296,1,31.954999
-71.76958,8,31.962705
-33.389122,3,31.974886
-231.88474,20,31.988754
-57.229214,6,32.003628
-13.401707,1,32.011718
-167.15065,13,32.023205
-197.79909,15,32.042224
-76.251,6,32.042252
-8.684862,1,32.050619
-8.169517,1,32.05063
-17.17581,1,32.058504
-173.93677,13,32.06741
-13.899796,1,32.06744
-40.326996,3,32.077948
-14.504845,1,32.086833
-74.52481,7,32.105134
-168.90697,15,32.113604
-12.058626,1,32.113622
-52.06615,4,32.131619
-44.623203,4,32.131635
-8.517303,1,32.1394
-7.286351,1,32.139414
-128.97298,14,32.148014
-25.901659,2,32.157109
-8.67369,1,32.15712
-163.57674,15,32.170536
-94.75406,8,32.188465
-14.636304,1,32.196682
-85.89012,8,32.20554
-42.62994,3,32.217844
-121.83967,12,32.226874
-8.379526,1,32.234928
-84.320206,7,32.254044
-139.9402,12,32.262195
-9.42257,1,32.262207
-7.714849,1,32.27179
-209.40201,18,32.271828
-37.180252,4,32.284873
-26.565516,2,32.297719
-9.452531,1,32.306009
-104.4323,7,32.31427
-20.806967,1,32.321697
-7.369013,1,32.330144
-194.07803,17,32.337831
-10.465155,1,32.346393
-9.726124,1,32.354017
-154.7083,14,32.364575
-8.238887,1,32.373098
-97.73118,9,32.373113
-12.030686,1,32.382555
-9.279567,1,32.394402
-82.738365,9,32.403206
-34.424545,4,32.411242
-32.440475,3,32.425358
-200.1011,14,32.441986
-126.994774,12,32.454552
-17.505465,1,32.462641
-149.78426,13,32.469931
