#{"t_start": 1770572360.01943, "env_id": "None"}
r,l,t
-48.12571,5,32.469943
-18.722729,1,32.477472
-8.557084,1,32.485679
-46.225918,4,32.497463
-160.65157,13,32.497497
-8.040396,1,32.507029
-73.145805,6,32.507046
-8.693189,1,32.507053
-34.36603,3,32.520747
-61.57834,5,32.530971
-13.256135,1,32.539129
-52.37496,6,32.553135
-149.91782,11,32.564022
-134.60233,15,32.572425
-12.332431,1,32.580733
-7.8825583,1,32.588439
-66.13497,6,32.597126
-8.133169,1,32.597144
-121.162224,10,32.605807
-11.463547,1,32.605821
-43.60351,5,32.605827
-7.488549,1,32.614909
-9.108175,1,32.614924
-14.130716,1,32.623879
-7.1984344,1,32.623889
-22.5645,3,32.632911
-8.434307,1,32.64276
-31.946136,3,32.651172
-15.084544,1,32.658807
-41.99916,3,32.666452
-10.214021,1,32.666461
-8.681452,1,32.674042
-229.3904,17,32.704922
-103.9729,9,32.714121
-11.155663,1,32.714151
-11.491652,1,32.723068
-115.20423,11,32.723082
-48.74036,5,32.740103
-13.6880865,1,32.747984
-15.258715,1,32.756366
-58.64708,6,32.756378
-13.181324,1,32.764275
-22.676022,2,32.775701
-32.639854,3,32.775712
-122.98063,10,32.784163
-7.8005953,1,32.784172
-14.702144,1,32.784177
-13.877357,1,32.794205
-7.9240537,1,32.802767
-12.88435,1,32.811244
-37.190475,5,32.823233
-369.95737,32,32.831561
-8.635965,1,32.839654
-7.056738,1,32.84794
-6.905654,1,32.856862
-29.466946,2,32.868557
-84.229744,9,32.877479
-9.432185,1,32.877488
-12.9287195,1,32.886185
-8.327847,1,32.894351
-121.4761,9,32.894361
-195.399,16,32.905845
-7.9351454,1,32.914143
-23.194483,2,32.929668
-18.29727,1,32.938341
-115.798615,11,32.953632
-37.108654,3,32.953652
-89.915726,10,32.963017
-8.094786,1,32.96303
-80.34581,8,32.989712
-80.83932,7,32.989727
-90.365776,9,33.001581
-7.381304,1,33.009228
-8.136998,1,33.016762
-10.994862,1,33.026062
-11.446401,1,33.037996
-355.45282,27,33.063009
-105.101944,10,33.063043
-111.11829,11,33.072066
-9.536978,1,33.080633
-36.382626,3,33.089035
-45.405136,5,33.101466
-8.150521,1,33.110532
-109.86831,11,33.118607
-71.48512,7,33.144619
-12.308955,1,33.152326
-150.29584,13,33.162399
-214.41212,17,33.175338
-144.90944,14,33.186065
-7.6805873,1,33.194328
-10.549803,1,33.202437
-53.662132,6,33.213693
-137.82672,14,33.229736
-68.357925,6,33.238095
-7.8387756,1,33.246988
-26.227118,3,33.25623
-8.363904,1,33.256243
-7.9955153,1,33.264004
-117.83162,8,33.272688
-21.143936,1,33.2819
-8.604271,1,33.290611
-247.04874,19,33.290622
-69.117645,7,33.310897
-53.11364,5,33.318662
-159.9608,14,33.337609
-109.88814,11,33.345316
-103.391235,7,33.353252
-15.714926,1,33.361958
-46.4119,4,33.372922
-93.60951,8,33.387789
-62.708477,6,33.402288
-8.016784,1,33.409614
-205.40012,20,33.420595
-136.01157,11,33.420623
-8.684334,1,33.428663
-8.16149,1,33.436198
-19.42393,2,33.448914
-149.79144,10,33.467483
-156.47362,15,33.476388
-9.5480995,1,33.4764
-8.050861,1,33.483984
-20.706367,2,33.492708
-145.45708,13,33.503155
-130.12213,12,33.518553
-45.944817,3,33.518564
-17.767149,2,33.530423
-73.79394,8,33.538511
-8.293612,1,33.547379
-15.108764,1,33.555412
-118.170746,10,33.575484
-174.88814,16,33.5755
-185.04941,17,33.604966
-159.42694,14,33.604981
-158.77173,12,33.619594
-9.868052,1,33.627369
-158.48593,15,33.637344
-88.58024,8,33.648471
-88.361855,10,33.659966
-8.4147415,1,33.668316
-14.00459,1,33.676407
-49.787876,5,33.684523
-40.23071,3,33.695659
-163.80891,11,33.707268
-8.010806,1,33.714776
-141.29579,15,33.723556
-16.039598,2,33.735324
-29.716383,1,33.74507
-77.43086,9,33.756963
-13.230077,1,33.765332
-164.6778,16,33.784304
-42.71139,4,33.784332
-12.615337,1,33.792515
-174.46849,13,33.800256
-104.16398,10,33.809356
-13.0741825,1,33.809367
-8.174643,1,33.817878
-8.479505,1,33.82678
-48.846706,6,33.835151
-13.078287,1,33.843681
-77.38852,7,33.852474
-7.776451,1,33.860378
-9.994283,1,33.869379
-68.02595,6,33.877659
-50.95339,6,33.88974
-125.339676,12,33.920591
-15.243652,1,33.928684
-253.0219,21,33.938578
-93.772316,11,33.938597
-12.940853,1,33.946543
-12.1652155,1,33.95479
-143.95433,15,33.954804
-43.229378,3,33.969533
-75.02125,7,33.982053
-103.4042,8,33.995085
-72.55099,8,34.008654
-8.835054,1,34.016681
-75.4478,8,34.024375
-71.707504,6,34.033237
-20.92145,2,34.042963
-10.874682,1,34.042979
-208.48932,18,34.042985
-8.316223,1,34.051678
-13.963959,1,34.05169
-18.63386,1,34.060538
-8.836362,1,34.06056
-12.585275,1,34.069166
-68.84663,8,34.08218
-8.363218,1,34.093826
-15.508436,2,34.106143
-80.73029,8,34.106157
-7.313703,1,34.114892
-16.085228,1,34.123828
-8.396525,1,34.131397
-12.129151,1,34.139959
-90.78552,9,34.139972
-14.233406,1,34.147965
-21.849545,2,34.156564
-12.165175,1,34.156573
-16.363808,1,34.164855
-8.282774,1,34.175569
-36.568806,4,34.188778
-9.857424,1,34.197561
-128.11534,11,34.197577
-8.319454,1,34.206384
-14.68859,1,34.206395
-244.9711,19,34.2155
-14.049032,1,34.21551
-7.8289757,1,34.215516
-10.423585,1,34.224487
-8.611956,1,34.224497
-15.843967,1,34.2333
-21.775877,2,34.242705
-12.078608,1,34.252668
-24.493998,2,34.252681
-8.407506,1,34.262398
-41.27985,5,34.283462
-17.290369,1,34.292663
-96.79807,10,34.292679
-153.70105,15,34.292685
-9.758604,1,34.300588
-18.67717,2,34.310973
-81.03999,8,34.33079
-8.538959,1,34.339515
-13.790095,1,34.34723
-84.451744,9,34.35985
-13.488288,1,34.367843
-197.20584,16,34.38411
-265.98682,21,34.384147
-7.456914,1,34.392546
-14.93607,1,34.392561
-8.507493,1,34.401306
-101.91915,11,34.416842
-51.99507,5,34.424936
-20.551018,1,34.432767
-64.62555,4,34.444037
-28.019785,3,34.452077
-11.54838,1,34.45958
-121.73395,12,34.476053
-55.700447,6,34.484759
-8.039692,1,34.484778
-38.78825,4,34.484785
-214.73163,18,34.48479
-11.259297,1,34.492828
-12.305731,1,34.49284
-7.5196495,1,34.492845
-18.465607,2,34.50282
-9.233972,1,34.510501
-52.330776,5,34.521627
-11.23865,1,34.530061
-47.28262,4,34.538101
-151.75432,13,34.563549
-184.4696,15,34.57232
-90.85133,7,34.57234
-20.606865,2,34.580948
-11.625882,1,34.58097
-8.687249,1,34.58842
-26.74965,3,34.596544
-10.966314,1,34.604163
-164.16211,15,34.618832
-76.55034,7,34.627144
-8.406287,1,34.635219
-72.22867,8,34.64412
-16.531328,2,34.655932
-8.912151,1,34.664661
-68.053154,6,34.664684
-129.83911,12,34.681234
-22.803476,3,34.681256
-122.967705,10,34.695906
-12.874839,1,34.704049
-40.578945,5,34.712837
-39.77353,5,34.712847
-17.05947,2,34.72148
-17.449907,1,34.721498
-8.451878,1,34.729347
-16.287813,1,34.737283
-192.23131,14,34.752191
-30.448483,3,34.752206
-108.96706,10,34.770056
-145.40587,12,34.800354
-8.466653,1,34.808951
-276.2131,20,34.819096
-162.17786,14,34.832173
-92.37039,8,34.845263
-225.24872,21,34.845279
-14.44853,1,34.854004
-11.265137,1,34.854017
-100.099365,7,34.854024
-12.145911,1,34.863009
-11.240851,1,34.863019
-73.062065,6,34.871629
-62.897182,5,34.887593
-7.439558,1,34.896276
-57.793957,5,34.904937
-76.25896,6,34.904953
-10.587703,1,34.914749
-15.27009,2,34.914762
-8.974179,1,34.923536
-83.69165,8,34.923552
-26.222366,2,34.935072
-7.4747677,1,34.943509
-9.305353,1,34.952591
-57.190655,7,34.961216
-78.72197,7,34.970654
-10.055854,1,34.970668
-28.550182,3,34.985669
-135.18869,10,34.994252
-8.038519,1,34.994271
-8.9049,1,35.003029
-78.25865,7,35.003049
-65.678024,6,35.012183
-9.103782,1,35.012198
-6.6923366,1,35.02109
-8.579307,1,35.029917
-47.960022,6,35.055903
-16.0157,2,35.066926
-101.108765,10,35.066945
-162.09271,12,35.066952
-13.265045,1,35.075343
-202.50642,15,35.089797
-8.144076,1,35.098275
-76.138626,8,35.115986
-69.5013,6,35.137446
-181.72484,16,35.148536
-161.95386,15,35.148555
-6.6817064,1,35.157514
-8.376823,1,35.165524
-55.160698,5,35.174144
-32.85202,3,35.174156
-141.31021,15,35.183175
-11.137858,1,35.183189
-9.254203,1,35.183196
-7.8259864,1,35.191718
-49.706375,5,35.216036
-9.273162,1,35.224184
-107.06511,8,35.232172
-13.878595,1,35.232189
-55.12988,6,35.254378
-184.69159,17,35.262961
-7.7248983,1,35.27147
-7.941435,1,35.280384
-241.73827,18,35.288135
-14.150381,1,35.296325
-60.7342,7,35.310614
-29.656181,4,35.322365
-36.015884,3,35.329878
-9.111747,1,35.337971
-209.32124,20,35.353056
-74.58232,6,35.361809
-8.814138,1,35.370107
-183.6311,13,35.370119
-60.09461,4,35.388376
-81.45632,9,35.388394
-10.466405,1,35.396787
-22.161192,1,35.405397
-96.783745,8,35.405415
-9.415196,1,35.414434
-14.998791,2,35.427291
-12.910493,1,35.435476
-70.55813,8,35.447309
-9.329759,1,35.455753
-46.59452,4,35.463347
-182.63039,15,35.471749
-14.901457,1,35.471759
-19.379786,2,35.483031
-52.540443,5,35.497477
-10.862714,1,35.506002
-7.679918,1,35.514419
-8.908297,1,35.523379
-255.35843,21,35.540976
-8.184309,1,35.549657
-181.0209,15,35.549672
-13.180463,1,35.557592
-69.14396,7,35.565329
-7.313382,1,35.573871
-9.64706,1,35.583187
-10.540403,1,35.591566
-63.100536,5,35.599595
-220.38077,18,35.609715
-8.562549,1,35.618721
-86.35252,9,35.626892
-10.793868,1,35.636434
-8.407599,1,35.645006
-70.86123,7,35.654228
-9.212471,1,35.662654
-52.090298,5,35.662667
-15.205856,1,35.670375
-8.115681,1,35.678931
-14.623681,1,35.687805
-61.975693,6,35.69633
-48.089325,4,35.71229
-53.51077,6,35.72719
-11.022741,1,35.735092
-122.95109,11,35.735107
-10.285026,1,35.743191
-202.32803,19,35.743211
-14.999726,2,35.753238
-8.062938,1,35.761631
-72.50367,8,35.779842
-8.088848,1,35.789762
-167.56221,13,35.789786
-99.48183,9,35.798074
-11.888562,1,35.798089
-13.422592,1,35.806501
-10.014895,1,35.806514
-118.833725,8,35.815386
-70.34495,6,35.831792
-13.404166,1,35.840706
-38.600792,5,35.840718
-8.303608,1,35.849758
-37.735615,5,35.84977
-17.600563,1,35.849777
-7.937457,1,35.858551
-12.894605,1,35.858566
-72.94512,8,35.868266
-6.386318,1,35.868278
-7.094379,1,35.868284
-16.072838,1,35.877121
-8.828037,1,35.87713
-13.263609,1,35.886911
-8.928639,1,35.886921
-8.178053,1,35.895532
-9.740379,1,35.895546
-10.7021675,1,35.904289
-65.01942,7,35.918958
-127.620964,10,35.928595
-12.41977,1,35.928613
-76.60158,6,35.937901
-46.573715,4,35.95233
-8.54198,1,35.960248
-60.58316,6,35.970216
-15.128232,1,35.979021
-127.20802,12,35.996574
-218.84813,17,36.004776
-40.756874,4,36.018665
-10.685913,1,36.028525
-101.88552,9,36.028543
-11.155072,1,36.037352
-13.032116,1,36.037368
-19.283445,1,36.044824
-7.4656544,1,36.052882
-46.86318,4,36.070849
-71.940254,7,36.079064
-7.670379,1,36.08739
-12.713378,1,36.095164
-259.28406,23,36.102531
-14.376047,1,36.110682
-273.5629,18,36.123737
-92.87862,8,36.142182
-256.99915,21,36.173978
-148.32454,14,36.174002
-203.84074,18,36.184418
-23.862808,2,36.184432
-222.56178,14,36.195343
-64.140396,4,36.213139
-59.64961,6,36.213155
-8.622265,1,36.221756
-126.12996,9,36.221786
-8.641951,1,36.23018
-20.22543,2,36.230196
-97.38462,9,36.263568
-221.83147,18,36.272603
-12.724659,1,36.272623
-8.727681,1,36.280716
-118.769226,13,36.289411
-15.026564,1,36.289425
-103.81284,12,36.289432
-9.338819,1,36.297692
-32.003162,3,36.30905
-57.72656,5,36.309064
-43.929405,4,36.328665
-174.04712,12,36.350743
-160.29945,14,36.359027
-9.3825655,1,36.367017
-9.458626,1,36.375154
-125.85202,10,36.383108
-162.7415,15,36.39159
-8.151459,1,36.399449
-49.48959,5,36.421222
-126.0609,9,36.430546
-11.174109,1,36.430575
-13.554192,1,36.438626
-71.72118,6,36.459476
-250.4901,20,36.47116
-143.65736,14,36.49494
-102.01629,9,36.494962
-7.8251066,1,36.50351
-92.32946,9,36.511951
-26.645826,2,36.523288
-19.727346,1,36.531912
-71.99902,6,36.541076
-304.97296,29,36.541089
-10.471437,1,36.549023
-10.721197,1,36.549042
-101.379456,9,36.565204
-57.630795,5,36.576419
-12.828841,1,36.584829
-117.84529,10,36.596473
-58.48314,5,36.596498
-9.256118,1,36.604608
-33.511013,4,36.613406
-15.243046,1,36.613423
-14.798021,2,36.613429
-8.053995,1,36.622653
-14.147055,1,36.622666
-9.85625,1,36.632687
-160.19304,13,36.641305
-8.472534,1,36.641319
-95.05566,7,36.670979
-116.28004,10,36.671009
-8.333761,1,36.678972
-115.29762,11,36.687074
-8.331093,1,36.695511
-107.68314,10,36.695523
-8.429511,1,36.703978
-12.617273,1,36.711816
-74.43546,9,36.731771
-9.758787,1,36.740707
-154.75938,12,36.749338
-75.43791,7,36.749361
-19.35192,2,36.757861
-7.9957676,1,36.757878
-7.5219836,1,36.766974
-8.274963,1,36.766988
-13.372405,1,36.775155
-8.031676,1,36.783262
-60.69331,5,36.792167
-192.33878,15,36.799766
-35.328598,3,36.811275
-111.39077,9,36.826305
-8.706637,1,36.834504
-11.774822,1,36.843937
-8.459733,1,36.852161
-128.67007,11,36.868237
-7.177105,1,36.878288
-233.17676,15,36.886046
-202.19496,17,36.907819
-139.4908,13,36.917827
-7.5569715,1,36.925892
-149.87767,10,36.934144
-143.27379,14,36.950833
-59.574886,6,36.962326
-56.64616,6,36.970694
-7.5105944,1,36.970714
-8.651525,1,36.978957
-50.042507,5,36.995802
-13.877905,1,37.004129
-177.67644,17,37.012051
-87.99466,7,37.019861
-9.123603,1,37.019873
-238.65448,18,37.046792
-116.31173,9,37.059298
-79.34348,9,37.059329
-52.33802,5,37.072943
-8.65452,1,37.080704
-189.70381,15,37.080717
-7.4640894,1,37.089384
-9.246199,1,37.089396
-65.33481,6,37.09851
-8.491966,1,37.107415
-106.630974,10,37.122624
-102.889206,10,37.142133
-32.79274,4,37.158659
-137.46074,13,37.166602
-155.46365,16,37.175041
-7.9272456,1,37.183245
-147.23814,14,37.196271
-10.294334,1,37.204804
-120.44234,10,37.222401
-13.444901,1,37.230312
-8.16603,1,37.237651
-156.3867,14,37.244997
-13.903879,1,37.252044
-146.47423,14,37.265235
-56.759987,5,37.287979
-8.751039,1,37.29625
-20.915033,2,37.306729
-7.693796,1,37.315371
-249.36906,21,37.323979
-197.14784,14,37.323993
-12.459284,1,37.33155
-172.32883,14,37.340156
-13.98698,1,37.34017
-37.232357,3,37.340176
-12.471317,1,37.348067
-66.72798,7,37.373384
-7.644422,1,37.380852
-7.2028065,1,37.389765
-8.44569,1,37.398162
-171.12784,15,37.413971
-123.96264,13,37.422463
-19.736311,2,37.430631
-15.608518,1,37.438564
-220.71347,16,37.438579
-9.709484,1,37.446281
-29.528267,3,37.461522
-61.32691,5,37.481047
-143.18742,11,37.481078
-7.513372,1,37.489752
-179.2469,17,37.498134
-32.679283,3,37.509767
-128.99466,14,37.51925
-36.848835,4,37.527577
-6.9624653,1,37.536304
-7.877335,1,37.544286
-12.953616,1,37.55193
-90.86272,10,37.560231
-9.882687,1,37.560245
-9.042682,1,37.568787
-12.827222,1,37.576721
-12.375584,1,37.585017
-201.25208,13,37.605192
-40.16698,4,37.60521
-10.869272,1,37.612895
-8.724314,1,37.621171
-11.108368,1,37.629477
-134.65605,10,37.629494
-182.0633,17,37.640825
-41.98707,4,37.651475
-108.877495,11,37.682729
-197.52557,14,37.682764
-12.9164295,1,37.691941
-8.1097975,1,37.691956
-101.52953,10,37.691962
-12.724698,1,37.701313
-107.84222,9,37.701344
-8.244917,1,37.701351
-42.414757,3,37.718467
-39.58489,4,37.72561
-52.815117,5,37.733872
-54.239,6,37.733887
-8.146049,1,37.742241
-8.466503,1,37.749974
-81.987976,7,37.764865
-47.424458,5,37.775945
-74.83572,8,37.775961
-7.907155,1,37.784386
-15.033041,2,37.795163
-7.8997316,1,37.803633
-158.23991,12,37.81369
-10.718184,1,37.821315
-112.11903,9,37.828861
-7.986342,1,37.836818
-70.856995,7,37.847909
-108.09887,11,37.858813
-13.074834,1,37.866844
-14.895913,1,37.874593
-53.94199,5,37.882534
-88.86469,8,37.890914
-8.372173,1,37.890924
-7.769097,1,37.898956
-146.34181,14,37.916274
-12.634726,1,37.924597
-8.621367,1,37.932755
-97.99744,9,37.942228
-12.398834,1,37.950424
-24.189688,3,37.958751
-88.43433,9,37.966876
-13.102471,1,37.975818
-14.394441,1,37.985705
-109.81329,12,37.985722
-12.199981,1,37.994829
-83.24389,6,38.003454
-50.099495,3,38.017402
-7.6745133,1,38.025055
-13.098011,1,38.033087
-100.84612,11,38.04179
-87.78603,8,38.041806
-8.489963,1,38.050179
-7.3629208,1,38.058984
-32.787678,3,38.067799
-105.71535,10,38.067809
-7.9381843,1,38.076213
-14.223238,1,38.076224
-20.921734,2,38.08995
-9.131892,1,38.098922
-126.85561,13,38.121205
-8.561622,1,38.129449
-16.231583,2,38.140264
-191.65483,17,38.155641
-7.886724,1,38.164579
-116.79898,13,38.164592
-231.8859,19,38.178508
-27.72539,3,38.178522
-15.4393015,2,38.189761
-27.874115,3,38.198402
-154.40175,12,38.206044
-38.649544,4,38.21711
-27.85751,3,38.226079
-9.882641,1,38.226096
-14.099369,1,38.234472
-59.16004,6,38.242865
-7.9420114,1,38.242876
-136.57565,13,38.252512
-7.4842095,1,38.252525
-17.331417,1,38.25253
-7.485347,1,38.260981
-43.482056,4,38.275812
-40.99783,4,38.275823
-8.299446,1,38.283902
-82.836,7,38.296989
-44.998158,4,38.297004
-12.947266,1,38.30507
-14.981221,2,38.313692
-116.64323,13,38.313708
-9.633123,1,38.322375
-16.202726,2,38.322388
-8.976338,1,38.322395
-13.707394,1,38.330839
-7.655526,1,38.33085
-70.41435,8,38.339346
-11.83597,1,38.347902
-12.826947,1,38.356655
-64.91259,7,38.373663
-76.314606,8,38.381677
-78.63,6,38.389882
-7.7182336,1,38.397429
-36.370983,3,38.406173
-8.009005,1,38.415164
-39.908512,4,38.428364
-174.81503,17,38.443354
-106.77827,10,38.45167
-59.44506,6,38.460269
-43.927063,4,38.477071
-74.93381,7,38.484978
-8.380162,1,38.48499
-9.602395,1,38.49367
-61.94954,7,38.493683
-7.614786,1,38.502594
-108.63031,11,38.502605
-13.410686,1,38.502611
-8.412114,1,38.511177
-41.60516,3,38.528498
-92.90202,8,38.540287
-12.463728,1,38.549114
-77.33355,8,38.55814
-8.6129265,1,38.558153
-17.39265,1,38.566792
-9.628084,1,38.566805
-8.209025,1,38.574833
-115.62554,11,38.583485
-21.322664,2,38.594619
-8.979963,1,38.602245
-146.24393,13,38.617154
-116.109795,11,38.631232
-129.6267,11,38.639152
-11.904386,1,38.647145
-92.536476,7,38.658218
-23.986303,2,38.658232
-12.04681,1,38.666084
-9.373093,1,38.666095
-9.062796,1,38.675236
-136.89864,13,38.683216
-97.623055,11,38.71686
-12.980872,1,38.726131
-148.23943,11,38.726148
-207.19829,18,38.734839
-160.40889,13,38.746266
-14.607604,1,38.754539
-87.6546,7,38.769878
-69.71591,6,38.769895
-68.23621,8,38.778968
-48.123444,5,38.797602
-57.05117,7,38.81171
-131.18399,13,38.822584
-13.1794615,1,38.830264
-8.055601,1,38.838258
-128.46162,12,38.838273
-68.55142,6,38.849512
-8.330953,1,38.857879
-14.357447,1,38.866264
-32.923588,4,38.866279
-9.731201,1,38.874527
-73.552574,7,38.886035
-60.097614,5,38.897485
-33.14875,2,38.908727
-7.0285163,1,38.917215
-78.371475,6,38.925382
-38.620266,4,38.938149
-7.993352,1,38.945771
-381.9479,29,38.967502
-113.33246,9,38.967517
-189.23412,18,38.976643
-10.784323,1,38.976658
-121.18137,9,38.989758
-49.03698,5,38.998378
-20.826992,1,38.998389
-54.003723,3,39.012436
-77.827896,8,39.020883
-72.708664,7,39.051419
-8.581376,1,39.061192
-152.727,14,39.073066
-147.732,12,39.093307
-10.668354,1,39.101625
-62.296806,6,39.101638
-7.861576,1,39.110492
-167.79079,14,39.118958
-103.553894,10,39.118972
-10.02594,1,39.118979
-10.846353,1,39.128496
-10.960717,1,39.128519
-12.700098,1,39.128528
-14.430931,1,39.137941
-9.386356,1,39.137956
-19.34396,2,39.149227
-10.776133,1,39.160763
-85.20142,7,39.160774
-10.186911,1,39.16866
-34.30976,3,39.179054
-7.6005707,1,39.187343
-66.29153,7,39.187354
-12.319061,1,39.195012
-47.563595,4,39.21006
-238.54626,15,39.223582
-103.254326,9,39.238604
-9.713792,1,39.24649
-52.62335,4,39.264033
-8.460806,1,39.272316
-38.02683,4,39.288003
-10.012545,1,39.296336
-292.21246,25,39.305191
-126.88822,15,39.305203
-242.9127,18,39.305209
-13.2190485,1,39.305214
-15.439142,1,39.313308
-12.420401,1,39.313318
-19.250957,1,39.313325
-7.274581,1,39.321976
-50.517586,5,39.340488
-39.274956,4,39.340515
-67.339935,7,39.348908
-74.21018,7,39.373582
-185.26743,13,39.373602
-18.095947,1,39.382588
-7.8981814,1,39.382602
-10.057237,1,39.391567
-7.7653656,1,39.400036
-8.327031,1,39.408458
-10.29915,1,39.416544
-184.0012,13,39.416561
-8.627016,1,39.424632
-67.85101,6,39.432437
-8.16728,1,39.441009
-16.24275,2,39.441042
-12.635091,1,39.450297
-238.5667,18,39.459766
-58.4151,6,39.469511
-16.878504,2,39.469525
-9.8572855,1,39.469531
-52.561253,4,39.479802
-9.388402,1,39.479815
-7.381167,1,39.479822
-7.802011,1,39.479827
-12.186775,1,39.48858
-8.802194,1,39.488595
-8.827676,1,39.488602
-7.4948897,1,39.497046
-8.296412,1,39.505205
-33.486946,4,39.513511
-46.78436,4,39.521907
-18.924677,2,39.52192
-16.264004,1,39.530052
-56.35244,5,39.530065
-7.887246,1,39.538445
-67.563774,8,39.564834
-70.22554,7,39.573458
-7.3425875,1,39.573469
-134.38165,11,39.581173
-156.4162,12,39.595497
-29.771528,4,39.595511
-36.53163,3,39.595517
-8.927165,1,39.604164
-81.89282,6,39.612149
-12.885176,1,39.619668
-54.096977,6,39.634909
-21.29773,1,39.644528
-72.874855,7,39.644541
-22.862782,1,39.653606
-98.38968,8,39.661709
-13.987968,1,39.669371
-80.74666,6,39.685383
-125.38179,11,39.693391
-7.095909,1,39.701183
-71.2863,7,39.712631
-113.60155,10,39.721494
-8.854058,1,39.721504
-32.527966,4,39.737675
-145.31606,9,39.737689
-7.9000216,1,39.744994
-13.290808,1,39.752591
-16.917204,1,39.761792
-140.41205,12,39.773754
-145.3385,13,39.791803
-21.357128,2,39.803685
-24.469011,3,39.816708
-111.93597,11,39.816718
-7.690138,1,39.824177
-8.417216,1,39.832996
-11.743216,1,39.841107
-166.42131,17,39.841121
-8.43209,1,39.849233
-195.34875,14,39.858022
-12.646968,1,39.86672
-7.784703,1,39.877482
-50.881836,4,49.689789
-55.76505,6,49.698052
-142.07152,11,49.711061
-78.05428,7,49.72636
-98.38779,10,49.743831
-88.462875,9,49.743852
-7.5670624,1,49.752216
-8.199645,1,49.76043
-59.69101,6,49.760451
-98.427444,6,49.784181
-79.21402,7,49.79222
-40.69719,3,49.803754
-135.01016,11,49.803773
-10.585443,1,49.812157
-13.403834,1,49.812169
-8.587909,1,49.820152
-316.30362,25,49.839347
-136.75706,12,49.852713
-7.501476,1,49.86027
-7.4470882,1,49.868795
-49.808987,5,49.868806
-12.846093,1,49.877357
-194.89813,14,49.892355
-136.40123,16,49.900798
-7.345098,1,49.908659
-126.85753,11,49.932209
-9.198404,1,49.940603
-100.664505,9,49.940634
-9.568921,1,49.94949
-8.353199,1,49.958501
-157.45898,15,49.958519
-93.88054,10,49.967684
-10.239193,1,49.97541
-109.38288,8,49.993393
-13.367139,1,50.002627
-151.91277,10,50.022546
-81.27043,8,50.022565
-109.58607,11,50.031339
-13.274529,1,50.031357
-18.407892,1,50.031365
-7.5856857,1,50.039869
-14.473964,1,50.039885
-7.3753633,1,50.048142
-7.1151643,1,50.048154
-8.225689,1,50.057385
-39.54629,3,50.057399
-12.741082,1,50.057406
-66.61476,7,50.057412
-7.7903795,1,50.065049
-7.9499903,1,50.073562
-8.361596,1,50.082282
-28.011757,3,50.082293
-49.776558,4,50.090896
-12.990696,1,50.090908
-10.034264,1,50.090913
-15.502239,1,50.098882
-7.7729197,1,50.098895
-10.086008,1,50.107652
-8.160273,1,50.116364
-89.5264,8,50.141867
-153.32988,13,50.141889
-98.85355,10,50.149294
-80.0544,8,50.157816
-13.134454,1,50.15783
-10.490234,1,50.165968
-32.022537,3,50.165981
-8.416097,1,50.173892
-14.092862,2,50.185451
-129.8269,12,50.214326
-105.9745,11,50.227992
-160.83926,14,50.228018
-7.946831,1,50.236469
-13.343361,1,50.23649
-209.024,18,50.236497
-50.170345,3,50.251271
-71.227,7,50.268893
-8.158206,1,50.276574
-28.830688,3,50.289806
-8.645727,1,50.297313
-14.282223,1,50.304877
-134.89592,11,50.313695
-10.877183,1,50.32222
-13.415755,1,50.331167
-266.62097,20,50.33118
-198.52992,16,50.331187
-8.034806,1,50.338912
-32.430984,3,50.350251
-58.01486,4,50.362166
-51.597,6,50.370889
-59.577717,6,50.384952
-41.103165,3,50.384965
-12.953303,1,50.3938
-14.652609,1,50.393813
-8.127447,1,50.40136
-7.0910625,1,50.409304
-53.406143,5,50.422823
-219.77075,19,50.431536
-7.699829,1,50.440556
-7.852377,1,50.44933
-16.88582,2,50.464213
-17.597097,1,50.47342
-194.45027,16,50.473444
-108.826324,10,50.48239
-8.801416,1,50.482431
-7.377529,1,50.492881
-12.570412,1,50.492905
-121.34373,11,50.5097
-6.9478493,1,50.518783
-55.90462,6,50.518817
-8.234247,1,50.528571
-14.744625,1,50.528607
-9.065181,1,50.537497
-8.20101,1,50.537521
-66.2506,7,50.546644
-8.118806,1,50.546675
-87.93541,7,50.546681
-10.382348,1,50.556393
-8.140157,1,50.556412
-49.871326,4,50.568186
-25.716684,3,50.578285
-71.76484,8,50.597579
-47.179943,4,50.597613
-8.020957,1,50.606296
-9.645478,1,50.61511
-14.279125,1,50.624747
-138.16966,11,50.633839
-8.713424,1,50.633869
-118.572426,10,50.644457
-8.104755,1,50.644491
-17.09385,1,50.653349
-12.228608,1,50.653381
-8.267301,1,50.661114
-28.39225,2,50.669646
-41.99853,5,50.67856
-107.4767,9,50.678582
-16.664507,1,50.687665
-53.07606,5,50.701999
-73.65212,6,50.713964
-55.324512,7,50.725189
-10.333702,1,50.734211
-52.261333,6,50.742081
-188.3147,13,50.75154
-8.312516,1,50.751568
-7.9724236,1,50.761013
-7.4621477,1,50.761051
-110.22054,10,50.780162
-7.680731,1,50.78913
-8.673792,1,50.797241
-46.188576,5,50.816723
-125.658226,12,50.825663
-126.85443,12,50.825683
-8.5789795,1,50.833601
-43.63277,4,50.848795
-288.00598,21,50.859965
-7.997301,1,50.868294
-6.9580765,1,50.8761
-116.759224,10,50.88393
-8.128508,1,50.883941
-81.52487,9,50.892868
-9.560911,1,50.892882
-14.926445,1,50.900876
-122.52948,9,50.912024
-70.73991,7,50.929008
-78.586975,7,50.938129
-9.592304,1,50.938149
-105.19648,9,50.938158
