#{"t_start": 1770572514.125886, "env_id": "None"}
r,l,t
-7.553088,1,9.571798
-14.115223,1,9.580046
-160.497,15,9.602611
-207.64908,16,9.602647
-11.169415,1,9.611223
-106.44003,11,9.625787
-11.204322,1,9.633795
-13.306566,1,9.642515
-150.06892,12,9.651074
-19.651798,1,9.659541
-8.352465,1,9.667691
-9.122055,1,9.676015
-100.07232,10,9.684394
-66.242004,5,9.684414
-7.0101786,1,9.693092
-7.5210443,1,9.693102
-8.241192,1,9.701973
-8.345006,1,9.701982
-13.41008,1,9.710748
-7.280807,1,9.710762
-154.418,15,9.720433
-10.629238,1,9.720446
-122.22467,12,9.749879
-101.281334,8,9.749893
-17.181564,1,9.757633
-12.251173,1,9.765654
-174.25145,15,9.789274
-78.81333,9,9.797451
-8.2688675,1,9.805681
-110.92651,10,9.817284
-264.46094,20,9.826075
-8.43482,1,9.826089
-11.625925,1,9.833937
-44.880985,5,9.851784
-58.656124,6,9.874181
-42.441933,4,9.890752
-9.131833,1,9.899091
-195.71411,19,9.899113
-13.834345,1,9.907414
-226.63904,17,9.915895
-9.056088,1,9.915911
-7.5719757,1,9.924717
-331.82703,25,9.933492
-7.8530884,1,9.933506
-28.648764,3,9.942514
-55.055355,5,9.942526
-8.344272,1,9.942533
-7.7766523,1,9.951122
-26.2943,2,9.959593
-7.704452,1,9.96799
-10.332107,1,9.975798
-40.446064,3,9.991993
-93.440765,8,10.000075
-138.68823,10,10.008474
-7.8673444,1,10.017214
-134.49582,12,10.031926
-68.26127,5,10.053886
-137.42848,13,10.067136
-137.99405,11,10.067148
-43.01698,5,10.078179
-236.59718,16,10.078193
-12.531498,1,10.086591
-13.315903,1,10.09396
-100.84255,8,10.111351
-7.6051636,1,10.11963
-54.203995,5,10.119643
-11.286273,1,10.128438
-109.1108,8,10.128469
-245.80649,21,10.165442
-193.24237,12,10.16546
-139.25105,12,10.174394
-18.100374,1,10.174418
-7.9536076,1,10.174426
-154.17363,12,10.174431
-7.9175434,1,10.182808
-10.996053,1,10.18282
-24.562906,2,10.19327
-131.27837,11,10.224694
-161.80736,13,10.233084
-142.11853,13,10.233097
-13.823906,1,10.240844
-13.014591,1,10.249532
-29.368744,3,10.249543
-13.742404,1,10.256753
-210.69247,18,10.277514
-94.34377,8,10.277533
-9.924359,1,10.285288
-57.425198,6,10.303846
-144.37935,12,10.311292
-49.661953,5,10.327752
-177.39574,17,10.327766
-8.436177,1,10.336291
-33.144394,4,10.35329
-49.895443,6,10.361827
-167.23312,16,10.361841
-11.865415,1,10.370162
-8.269108,1,10.370175
-14.504571,1,10.377982
-6.8226414,1,10.377994
-12.923373,1,10.386474
-8.534335,1,10.386485
-174.39355,15,10.397836
-67.54672,6,10.416004
-45.198612,4,10.416017
-8.734521,1,10.42318
-192.42386,14,10.437788
-104.45016,10,10.437801
-7.6907964,1,10.44704
-10.3291,1,10.455712
-29.839966,3,10.463667
-73.10723,7,10.463683
-13.679416,1,10.473242
-10.043776,1,10.482167
-17.068338,2,10.495301
-63.440697,5,10.504245
-11.195571,1,10.504257
-135.88857,12,10.513292
-117.403915,10,10.527638
-32.94923,3,10.527654
-7.776184,1,10.53624
-9.430017,1,10.536249
-9.48212,1,10.543957
-79.00516,7,10.552442
-39.5661,5,10.565618
-48.068844,4,10.573941
-16.037827,1,10.581934
-68.89701,6,10.581948
-36.85442,4,10.593291
-9.457835,1,10.602381
-12.260058,1,10.610455
-229.37544,18,10.621397
-12.747821,1,10.629562
-80.389435,7,10.629573
-8.804651,1,10.638336
-7.731411,1,10.638347
-37.47395,4,10.656548
-41.7715,4,10.656561
-14.339212,2,10.668685
-142.60593,14,10.668712
-112.68317,11,10.678411
-8.361678,1,10.67844
-30.26825,3,10.678448
-16.416437,1,10.678453
-7.869014,1,10.68735
-7.666534,1,10.695914
-55.306324,5,10.710488
-38.364063,4,10.72703
-122.9366,10,10.734871
-92.58023,11,10.743225
-8.754242,1,10.743234
-7.76501,1,10.751969
-48.77352,5,10.763874
-25.838333,3,10.763889
-168.33618,15,10.778353
-25.595327,3,10.791046
-116.10784,10,10.802565
-8.645174,1,10.810633
-145.51877,13,10.828266
-7.7136445,1,10.836528
-84.360054,6,10.845362
-156.57315,15,10.845375
-8.5871315,1,10.852852
-27.140493,3,10.86061
-8.213833,1,10.868793
-21.784498,3,10.877866
-224.10097,15,10.88883
-7.7912235,1,10.898394
-7.88304,1,10.906738
-49.051365,5,10.915486
-57.86337,6,10.915497
-7.413901,1,10.923769
-20.01741,2,10.923782
-132.03944,11,10.932435
-11.322699,1,10.932445
-8.966627,1,10.941408
-16.82707,2,10.941419
-7.938742,1,10.941432
-71.81256,7,10.967241
-8.173639,1,10.974236
-113.25831,9,10.982257
-179.52625,14,10.99237
-42.358753,5,11.0035
-64.56765,5,11.01173
-87.90473,7,11.028006
-44.877766,5,11.028017
-286.65543,22,11.043545
-8.842362,1,11.051519
-119.582054,9,11.068045
-107.993546,9,11.068058
-22.6749,1,11.075751
-12.723059,1,11.084396
-180.88647,15,11.084427
-79.911964,7,11.092411
-9.351062,1,11.092426
-121.50226,10,11.127012
-137.00336,12,11.137528
-8.215893,1,11.145529
-16.192554,1,11.153218
-247.37643,18,11.161285
-191.01077,16,11.161299
-8.171008,1,11.17002
-7.6558647,1,11.170031
-14.099617,1,11.178371
-10.261924,1,11.178384
-110.483665,10,11.192691
-8.745629,1,11.201456
-118.98605,8,11.220223
-125.998375,11,11.220246
-66.16288,5,11.228149
-11.49681,1,11.237183
-11.077224,1,11.245947
-169.97519,12,11.253972
-33.114265,3,11.265539
-14.245468,1,11.274583
-130.82164,11,11.293132
-143.861,11,11.293153
-7.420372,1,11.302356
-15.925034,1,11.302368
-7.535781,1,11.310236
-43.304226,5,11.328049
-35.02139,4,11.328062
-188.95099,14,11.336394
-68.12629,7,11.360564
-61.56173,7,11.360591
-172.66112,18,11.369255
-85.59449,7,11.369272
-8.103494,1,11.376457
-37.493362,3,11.38531
-96.35329,8,11.409765
-88.12002,8,11.421666
-148.67204,12,11.430975
-65.90955,5,11.441648
-9.651734,1,11.450185
-46.69801,4,11.459141
-9.454026,1,11.468302
-7.147583,1,11.476603
-86.0413,7,11.476623
-203.06575,17,11.485575
-49.126015,5,11.494275
-22.994558,3,11.502509
-10.235833,1,11.511129
-116.61262,7,11.529675
-34.03363,3,11.544259
-106.95667,9,11.555601
-149.06587,11,11.555615
-37.161133,3,11.56416
-14.985023,1,11.564172
-7.907828,1,11.564178
-40.530777,3,11.577285
-8.210734,1,11.585915
-215.76353,18,11.585925
-9.544141,1,11.593856
-59.367252,6,11.602167
-88.702324,8,11.614474
-53.72418,5,11.622993
-8.075836,1,11.631604
-81.748604,7,11.643534
-29.11997,3,11.652541
-55.78754,5,11.652555
-59.76277,7,11.652561
-11.959121,1,11.660874
-20.884014,2,11.669017
-44.625458,4,11.677575
-20.4728,1,11.677586
-7.047866,1,11.686165
-35.2153,4,11.695087
-9.551463,1,11.695099
-13.155161,1,11.702886
-76.706024,8,11.716559
-45.016945,4,11.724493
-35.180244,3,11.73575
-171.81837,15,11.762045
-102.74603,10,11.769855
-141.98177,11,11.783135
-9.180519,1,11.790566
-10.107994,1,11.798693
-210.7188,18,11.798704
-7.3304296,1,11.806686
-13.464603,1,11.8148
-88.602196,8,11.814814
-22.158026,3,11.823528
-7.6515713,1,11.823541
-11.224163,1,11.823547
-77.78461,5,11.845506
-129.08455,13,11.845518
-79.396736,7,11.856495
-56.053337,5,11.869315
-57.890285,6,11.881716
-87.824844,9,11.890158
-9.402023,1,11.890172
-79.10901,7,11.904375
-37.572643,4,11.913347
-11.175892,1,11.913358
-48.999134,5,11.92211
-8.490318,1,11.922121
-14.351485,1,11.930758
-9.487866,1,11.93077
-28.117998,2,11.930776
-249.1632,25,11.952463
-12.5390215,1,11.961462
-74.09476,7,11.970029
-11.873261,1,11.970044
-14.922882,1,11.977816
-111.381226,11,11.992959
-172.27985,11,11.99297
-51.194866,3,11.992975
-12.627616,1,12.001704
-13.064308,1,12.001717
-41.592625,5,12.001723
-8.622223,1,12.009308
-29.779781,3,12.01762
-78.646706,8,12.046005
-146.53317,11,12.061421
-139.98805,11,12.069964
-7.8899426,1,12.069979
-11.049848,1,12.078734
-75.01307,8,12.089426
-37.353226,4,12.097557
-185.11426,18,12.106426
-7.6338754,1,12.115476
-33.441036,3,12.115487
-10.590203,1,12.124165
-18.066324,2,12.136135
-8.958855,1,12.144692
-58.06321,6,12.144705
-8.508699,1,12.15493
-17.306808,1,12.163918
-7.9882574,1,12.172346
-15.07104,1,12.181448
-14.387871,1,12.190326
-8.260994,1,12.199815
-7.9889274,1,12.209161
-159.64624,18,12.221198
-9.246946,1,12.229907
-28.241241,3,12.244005
-220.74168,19,12.254507
-194.00604,18,12.268763
-49.260612,5,12.268777
-14.126982,1,12.277447
-115.25308,12,12.27746
-80.73709,8,12.293415
-14.114975,1,12.302127
-109.89009,9,12.320504
-8.210009,1,12.329618
-163.10768,12,12.340299
-7.639715,1,12.348078
-149.78525,9,12.356718
-152.18802,15,12.356734
-9.166292,1,12.35674
-9.292996,1,12.366149
-61.76153,5,12.384709
-98.4004,11,12.397183
-99.17789,7,12.397199
-74.60052,7,12.406687
-9.111036,1,12.406697
-9.004126,1,12.406703
-35.17029,3,12.406708
-53.759552,5,12.428077
-105.8937,8,12.440928
-13.327564,1,12.448976
-92.74638,9,12.448989
-7.842105,1,12.457789
-95.708244,10,12.457803
-8.676541,1,12.457809
-15.927354,2,12.468917
-40.217587,3,12.477426
-8.57729,1,12.477437
-7.711537,1,12.486067
-77.145645,6,12.510771
-101.528984,10,12.510783
-116.357086,10,12.524469
-34.73555,4,12.533334
-13.17215,1,12.533349
-61.852463,5,12.552613
-253.10892,25,12.560916
-105.72609,10,12.560928
-8.5430155,1,12.570243
-13.764215,1,12.578728
-40.621777,4,12.587079
-40.348503,3,12.587091
-16.67166,2,12.598733
-9.080028,1,12.607576
-8.359169,1,12.616221
-42.225506,4,12.616234
-40.56338,3,12.629571
-122.74413,10,12.641432
-179.51218,18,12.641443
-73.21351,6,12.659335
-136.03958,11,12.685235
-148.46178,12,12.693674
-10.083368,1,12.693688
-217.42607,21,22.513749
-52.105434,5,22.522034
-8.014958,1,22.531224
-160.14972,16,22.54296
-8.705279,1,22.550874
-135.16675,10,22.559472
-46.872326,5,22.568604
-8.626776,1,22.568625
-7.01633,1,22.578246
-12.959162,1,22.578265
-11.664487,1,22.587915
-84.066345,9,22.587929
-14.25239,1,22.596054
-103.762054,10,22.617413
-14.88722,1,22.625755
-60.21897,7,22.63483
-74.80552,6,22.658671
-183.03275,15,22.667282
-9.493767,1,22.667298
-196.64854,18,22.680128
-188.59227,16,22.70428
-12.293071,1,22.712619
-123.095825,11,22.728543
-143.97629,13,22.728561
-7.3837624,1,22.736931
-23.768024,3,22.748162
-46.651646,5,22.761678
-8.285528,1,22.770472
-39.40958,4,22.770486
-317.28177,23,22.785132
-155.29419,15,22.793564
-45.234875,5,22.801128
-11.68724,1,22.801142
-105.83156,8,22.814589
-30.687525,3,22.8146
-13.173411,1,22.822636
-7.612299,1,22.830285
-107.154945,9,22.848619
-93.956894,8,22.860644
-150.76472,13,22.860655
-91.179016,8,22.870918
-8.530525,1,22.878986
-40.5322,3,22.878996
-62.763065,5,22.892305
-27.351366,3,22.901643
-97.482124,8,22.901679
-11.915845,1,22.90975
-54.410847,5,22.92446
-18.143692,1,22.933331
-68.9743,7,22.94481
-64.698494,7,22.95287
-44.561844,5,22.965166
-10.353496,1,22.973899
-30.549976,3,22.973912
-219.81273,15,22.982418
-8.212295,1,22.982432
-13.178088,1,22.990715
-7.7844543,1,22.990729
-8.258503,1,22.998869
-7.0460124,1,23.007568
-93.00676,7,23.022719
-96.24867,9,23.039774
-233.81435,15,23.039808
-119.10774,10,23.053868
-7.8611083,1,23.06274
-8.215409,1,23.070209
-133.15192,10,23.078962
-75.57251,8,23.090703
-8.011254,1,23.099598
-12.384125,1,23.108085
-13.222721,1,23.117249
-152.663,12,23.125665
-164.30602,15,23.155097
-95.91859,10,23.165907
-11.11509,1,23.173559
-123.44682,13,23.181247
-81.19975,6,23.205472
-71.61779,8,23.214214
-252.75557,25,23.21423
-18.411013,2,23.222777
-9.275878,1,23.222788
-33.663624,2,23.234552
-73.82819,6,23.248863
-13.7935095,1,23.25705
-11.904649,1,23.265726
-230.23354,19,23.265757
-7.9040833,1,23.273943
-88.17552,7,23.299
-62.051476,6,23.299023
-142.18422,14,23.299029
-150.60837,13,23.308017
-7.754853,1,23.30803
-7.8074374,1,23.308036
-10.562839,1,23.308042
-8.1311455,1,23.317257
-8.718106,1,23.317272
-9.204712,1,23.317277
-8.08074,1,23.317282
-9.023209,1,23.325858
-17.714287,2,23.337566
-9.090068,1,23.345603
-46.277267,5,23.35401
-94.659706,7,23.366607
-106.0278,9,23.391207
-90.9327,8,23.391233
-7.0114765,1,23.399323
-11.23446,1,23.399342
-171.1408,14,23.399351
-10.249639,1,23.407943
-7.781718,1,23.407954
-7.66651,1,23.40796
-8.086238,1,23.416745
-180.36853,15,23.440029
-102.023415,7,23.440044
-8.620767,1,23.448088
-71.760704,8,23.456431
-22.440044,2,23.464715
-23.548536,3,23.46475
-9.253762,1,23.473922
-10.971825,1,23.473938
-173.03099,15,23.493838
-8.346765,1,23.50159
-56.406494,6,23.509677
-7.6481752,1,23.518552
-11.833201,1,23.528157
-87.0727,9,23.536602
-12.675081,1,23.544524
-6.6273856,1,23.552805
-9.1137905,1,23.560707
-79.20386,8,23.579498
-133.76083,11,23.579518
-215.16928,19,23.587895
-73.947235,7,23.599691
-7.627303,1,23.607121
-55.861084,6,23.619176
-59.433765,6,23.61919
-7.3814173,1,23.628132
-51.666866,6,23.628147
-43.561115,4,23.642079
-41.565933,4,23.650485
-46.995205,5,23.658531
-27.673376,3,23.666729
-9.617728,1,23.67489
-24.090317,2,23.674904
-8.055454,1,23.682978
-122.309204,11,23.682989
-9.117258,1,23.69103
-111.095985,9,23.709199
-56.89502,6,23.70922
-45.74415,5,23.709227
-13.003642,1,23.717557
-8.093214,1,23.72545
-31.688568,3,23.733422
-9.153603,1,23.741175
-21.933071,2,23.753173
-8.388732,1,23.762551
-9.1612425,1,23.770889
-129.96907,12,23.770899
-167.9965,11,23.784953
-9.03349,1,23.793462
-72.924065,6,23.804003
-179.1955,15,23.8178
-75.750374,5,23.838681
-135.26923,11,23.8469
-8.727689,1,23.846911
-8.802289,1,23.856509
-169.00514,16,23.856521
-14.277446,1,23.864024
-120.93369,12,23.871443
-15.385636,1,23.878877
-63.633457,6,23.894044
-21.146961,1,23.902064
-42.488453,3,23.916805
-128.03194,12,23.93618
-165.87062,14,23.936194
-7.7824335,1,23.944244
-105.26056,9,23.957429
-29.36684,4,23.965929
-25.729948,1,23.973715
-106.06733,9,23.988556
-17.800243,1,23.996997
-308.36255,26,23.997009
-7.506796,1,24.005165
-69.48856,8,24.013168
-8.43674,1,24.022015
-13.640563,1,24.030615
-7.6371107,1,24.039213
-53.506126,4,24.039222
-110.39509,10,24.047255
-45.047077,3,24.05919
-17.275625,1,24.06806
-91.03818,9,24.08835
-10.917015,1,24.096614
-121.81836,10,24.115558
-214.85707,19,24.115594
-17.644241,2,24.127881
-91.51089,8,24.139949
-7.0741534,1,24.148823
-75.07319,8,24.163931
-9.292738,1,24.173191
-199.67517,23,24.181374
-165.23355,14,24.205755
-75.12743,7,24.205774
-174.826,12,24.215349
-11.358245,1,24.215387
-38.868225,4,24.228981
-49.840088,4,24.238773
-49.65222,4,24.254429
-16.000711,1,24.262471
-124.66655,10,24.270675
-60.341515,7,24.270687
-10.050431,1,24.270694
-7.0415597,1,24.278429
-7.1936316,1,24.286909
-183.53903,19,24.286922
-7.723409,1,24.295789
-39.37081,3,24.295799
-7.4537296,1,24.304743
-24.416185,2,24.313859
-49.49358,5,24.313873
-8.745049,1,24.313879
-25.661873,3,24.329096
-40.852505,3,24.32911
-8.01795,1,24.337949
-8.514271,1,24.346246
-91.799736,8,24.346259
-11.764895,1,24.354728
-79.822754,7,24.363976
-51.87645,4,24.36399
-17.744308,2,24.363996
-6.6644845,1,24.364001
-39.80842,3,24.379509
-28.391584,3,24.392636
-58.769634,7,24.400887
-89.8903,8,24.408205
-115.16532,10,24.420764
-7.3200216,1,24.42887
-79.75968,6,24.43831
-9.947711,1,24.438322
-8.830635,1,24.446524
-7.8978357,1,24.455124
-73.14977,7,24.455136
-11.674054,1,24.463643
-27.9541,3,24.463652
-76.749725,8,24.4725
-7.1417665,1,24.472509
-7.8452444,1,24.482011
-7.948068,1,24.491434
-13.7054,1,24.499387
-80.57357,8,24.513757
-11.666198,1,24.522162
-10.103496,1,24.530772
-8.953729,1,24.539414
-94.26925,10,24.539424
-93.62207,9,24.53943
-7.853244,1,24.547993
-8.446576,1,24.548006
-91.323524,7,24.548013
-8.913699,1,24.556384
-44.419395,5,24.576857
-7.6937356,1,24.585765
-9.055392,1,24.593265
-22.739864,2,24.603375
-7.9243445,1,24.611583
-106.67649,11,24.611595
-14.511895,2,24.622655
-46.05608,4,24.63462
-7.5403748,1,24.644133
-189.85075,15,24.644142
-14.305648,1,24.652018
-69.955956,7,24.666848
-255.18625,21,24.682838
-8.963418,1,24.690708
-79.67441,8,24.699377
-137.04942,11,24.710986
-90.55548,9,24.723952
-13.201656,1,24.732082
-60.50281,6,24.741179
-8.3387165,1,24.750591
-112.26862,8,24.750605
-35.394085,3,24.760402
-6.597555,1,24.760432
-11.277324,1,24.768691
-9.510453,1,24.777009
-97.54378,9,24.786775
-30.662619,3,24.786789
-8.124275,1,24.786796
-14.717299,1,24.795127
-59.331352,6,24.804458
-35.223392,3,24.816225
-81.59142,9,24.836931
-57.303574,5,24.856963
-8.871744,1,24.865525
-128.41492,14,24.873888
-8.797393,1,24.873899
-8.4665,1,24.882398
-14.47765,1,24.890559
-136.37904,15,24.898733
-266.79684,21,24.911627
-53.386646,5,24.911642
-8.675679,1,24.920005
-8.6672,1,24.928094
-11.304497,1,24.936475
-112.26976,7,24.944154
-75.69285,5,24.95233
-88.38198,8,24.96144
-16.193237,1,24.961455
-52.67563,5,24.982554
-9.802492,1,24.990389
-106.99669,9,24.999045
-79.634224,7,24.999057
-8.874012,1,25.007893
-12.517527,1,25.0167
-183.66724,16,25.03487
-71.872955,7,25.034887
-16.063948,2,25.046459
-72.892075,7,25.064489
-231.51431,16,25.077407
-60.095905,4,25.085694
-8.003278,1,25.094153
-185.77248,18,25.104652
-146.19206,12,25.104662
-8.219933,1,25.112441
-9.063867,1,25.121534
-92.334724,7,25.130264
-30.49204,3,25.130274
-19.998146,2,25.141522
-8.565932,1,25.149679
-27.565847,2,25.16147
-11.248503,1,25.170881
-65.29356,7,25.170894
-13.286677,1,25.178784
-9.286572,1,25.178796
-8.143725,1,25.187303
-147.24568,13,25.187317
-7.932828,1,25.196335
-12.861216,1,25.196347
-117.18106,10,25.204529
-7.486022,1,25.204539
-9.7507,1,25.21343
-57.92533,5,25.229078
-37.20936,4,25.23756
-125.37785,9,25.245235
-25.418823,3,25.259301
-125.138214,12,25.285166
-180.07195,16,25.285186
-97.91158,7,25.285194
-203.94257,19,25.314695
-8.207072,1,25.323653
-11.946903,1,25.331315
-134.81609,12,25.342882
-13.441901,1,25.351933
-161.1001,13,25.351944
-58.557117,5,25.363706
-44.883102,4,25.382681
-53.20838,6,25.382709
-7.927961,1,25.390392
-16.361973,1,25.398362
-11.860469,1,25.405661
-11.383205,1,25.413241
-113.50996,11,25.42103
-24.921429,3,25.436698
-69.98312,5,25.445132
-349.66415,28,25.445147
-11.1927805,1,25.4541
-14.437043,1,25.461335
-7.439324,1,25.470163
-43.34385,3,25.470172
-34.03225,4,25.470178
-144.2826,13,25.479249
-7.4908566,1,25.479265
-14.065049,1,25.489414
-7.6681795,1,25.489427
-8.285746,1,25.497729
-7.9225864,1,25.497744
-8.835283,1,25.506059
-8.8151245,1,25.506071
-7.6639028,1,25.514156
-87.36647,6,25.523024
-8.186096,1,25.532322
-74.28024,4,25.541272
-20.017275,1,25.541283
-8.297031,1,25.550071
-8.410732,1,25.550081
-84.347916,6,25.562687
-8.822435,1,25.571158
-7.406948,1,25.579015
-207.58826,19,25.604346
-8.604181,1,25.612476
-139.6704,12,25.620983
-74.745026,8,25.620996
-20.130999,2,25.631957
-256.8287,20,25.654944
-105.38259,9,25.654961
-13.463495,1,25.662299
-130.35909,11,25.678815
-105.27247,8,25.692591
-114.44551,11,25.709632
-77.85641,5,25.71852
-13.882969,1,25.718534
-154.12206,13,25.738904
-43.254875,5,25.738921
-13.943148,1,25.747665
-12.941593,1,25.755858
-11.314645,1,25.765001
-26.029243,3,25.76502
-303.51614,29,25.765029
-33.556602,3,25.779972
-135.32076,11,25.779985
-11.101578,1,25.787861
-15.453224,2,25.795724
-8.47512,1,25.805194
-75.034706,6,25.805205
-74.312004,6,25.805211
-8.513087,1,25.813164
-103.10271,12,25.845963
-113.24925,10,25.845976
-124.61173,9,25.845983
-8.217171,1,25.853722
-16.828335,2,25.86154
-26.194931,3,25.871628
-33.01469,2,25.871638
-156.0454,15,25.879977
-7.4697304,1,25.879986
-18.2461,2,25.89169
-9.955124,1,25.900336
-11.101934,1,25.90932
-54.78934,5,25.909332
-50.202927,5,25.918308
-12.646306,1,25.918318
-15.684847,2,25.927499
-13.954333,1,25.927508
-6.853006,1,25.935858
-7.63231,1,25.944452
-72.6248,8,25.965113
-141.59502,11,25.982361
-80.958786,9,26.001771
-7.813282,1,26.010096
-164.2046,16,26.018452
-367.51614,31,26.02918
-8.718502,1,26.037713
-204.85866,18,26.067561
-137.07227,13,26.075847
-9.835538,1,26.075861
-10.920575,1,26.083876
-116.17093,11,26.092087
-8.049583,1,26.092102
-254.74556,17,26.105581
-37.50881,2,26.117603
-7.622258,1,26.125854
-8.138571,1,26.134275
-108.49237,9,26.145956
-8.006588,1,26.154537
-143.96834,13,26.162835
-173.13394,14,26.177648
-15.746423,1,26.186588
-94.390434,9,26.194508
-83.857124,7,26.203069
-15.412408,2,26.203078
-87.82961,8,26.214036
-56.46174,3,26.223578
-6.91638,1,26.223593
-23.473572,2,26.234865
-8.903544,1,26.243074
-35.85593,4,26.251502
-112.25113,10,26.267059
-71.498276,7,26.281981
-93.36806,9,26.303965
-221.38933,20,26.303981
-8.606427,1,26.312743
-7.7009387,1,26.312752
-14.799114,1,26.32087
-85.20493,10,26.331821
-44.873802,4,26.340695
-16.666836,1,26.348817
-229.2375,20,26.360836
-7.3589087,1,26.369061
-84.32895,8,26.377565
-68.481476,6,26.377575
-20.905848,2,26.389365
-82.55132,8,26.400426
-12.336384,1,26.408549
-52.029037,5,26.40856
-52.196598,5,26.429805
-7.315851,1,26.43835
-94.029655,9,26.438369
-11.5498495,1,26.445981
-177.37859,16,26.461567
-33.37338,3,26.474899
-96.13117,7,26.482452
-113.330345,9,26.490339
-56.207428,5,26.506017
-40.71811,4,26.50605
-11.410566,1,26.514764
-203.63239,20,26.523356
-105.7368,8,26.539835
-105.44769,9,26.564643
-101.38456,11,26.573463
-13.676122,1,26.573477
-7.803759,1,26.581684
-11.4609995,1,26.581699
-131.44336,14,26.590513
-13.67516,1,26.598397
-25.145237,3,26.606459
-24.939068,2,26.618508
-46.695454,5,26.618521
-28.21096,3,26.618527
-14.381118,1,26.627368
-188.203,16,26.639522
-45.33697,4,26.64779
-14.584406,1,26.647807
-19.410616,1,26.655664
-27.8431,3,26.670327
-121.2521,9,26.678678
-78.77952,8,26.67869
-9.79928,1,26.686377
-35.788208,3,26.69404
-81.47248,7,26.717969
-195.44313,15,26.730427
-24.632036,2,26.730463
-129.21611,10,26.73047
-8.202789,1,26.738546
-8.193319,1,26.738562
-12.00687,1,26.738568
-12.676306,1,26.747039
-7.371676,1,26.747053
-10.593611,1,26.75625
-7.732219,1,26.765529
-121.68923,13,26.773621
-27.250525,2,26.782387
-47.17906,5,26.782399
-16.705297,1,26.782406
-7.6880994,1,26.791338
-10.345199,1,26.791348
-7.9772463,1,26.799125
-7.017805,1,26.80806
-51.126602,4,26.816637
-11.149074,1,26.816649
-86.71483,9,26.825053
-8.756256,1,26.825065
-8.264355,1,26.833351
-10.825683,1,26.841342
-34.865635,3,26.849406
-8.377891,1,26.85777
-40.63559,4,26.870577
-26.150517,2,26.870605
-115.553764,9,26.882308
-8.797781,1,26.891103
-174.4166,14,26.90012
-54.985477,4,26.900131
-60.895515,4,26.900136
-9.178214,1,26.909146
-8.807224,1,26.909162
-9.107704,1,26.909169
-52.227394,5,26.925213
-41.27366,3,26.925223
-7.6824136,1,26.933956
-29.252607,4,26.933966
-8.098608,1,26.941372
-31.03878,3,26.952992
-16.876083,1,26.963188
-113.22066,10,26.975085
-26.857706,2,26.975105
-8.410694,1,26.983844
-12.212905,1,26.992743
-8.053556,1,27.001441
-12.913976,1,27.010474
-84.77628,8,27.029359
-144.79044,14,27.036977
-9.253939,1,27.046574
-89.55783,7,27.056024
-8.174395,1,27.056038
-195.19803,19,27.065513
-11.103845,1,27.073787
-16.4284,2,27.073797
-12.079898,1,27.083327
-54.564335,6,27.083353
-9.045704,1,27.083359
-14.014219,1,27.091674
-16.726883,1,27.100591
-26.947168,3,27.109783
-22.745304,2,27.118681
-13.675552,1,27.118694
-11.88815,1,27.127332
-78.20404,8,27.127344
-13.681923,1,27.127349
-8.623166,1,27.136194
-26.718956,2,27.14524
-7.2797456,1,27.145248
-7.427207,1,27.154948
-12.633694,1,27.154956
-53.209267,4,27.163092
-41.541832,4,27.178281
-140.61992,12,27.178295
-11.732203,1,27.18635
-6.7289886,1,27.186363
-7.765746,1,27.195688
-8.106828,1,27.195707
-41.88493,3,27.211923
-8.194638,1,27.220595
-198.55327,15,27.242669
-10.962481,1,27.251441
-155.36404,15,27.251453
-13.607074,1,27.260041
-7.3163223,1,27.260054
-11.994262,1,27.268177
-9.068714,1,27.26819
-114.49988,12,27.268197
-10.080982,1,27.277066
-54.555897,4,27.295483
-141.32118,14,27.303484
-11.1256075,1,27.303505
-8.825183,1,27.312726
-180.39076,13,27.338838
-82.89097,7,27.338872
-8.773296,1,27.346949
-71.76958,8,27.354319
-33.389122,3,27.365822
-231.88474,20,27.380308
-57.229214,6,27.393674
-13.401707,1,27.401538
-167.15065,13,27.411681
-197.79909,15,27.429151
-76.251,6,27.429164
-8.684862,1,27.437498
-8.169517,1,27.437531
-17.17581,1,27.445344
-173.93677,13,27.453688
-13.899796,1,27.453704
-40.326996,3,27.461762
-14.504845,1,27.470516
-74.52481,7,27.491269
-168.90697,15,27.499945
-12.058626,1,27.49996
-52.06615,4,27.516578
-44.623203,4,27.516589
-8.517303,1,27.52449
-7.286351,1,27.5245
-128.97298,14,27.533139
-25.901659,2,27.541738
-8.67369,1,27.54175
-163.57674,15,27.553918
-94.75406,8,27.570759
-14.636304,1,27.578784
-85.89012,8,27.587824
-42.62994,3,27.602285
-121.83967,12,27.611103
-8.379526,1,27.619692
-84.320206,7,27.640989
-139.9402,12,27.649303
-9.42257,1,27.649317
-7.714849,1,27.657665
-209.40201,18,27.65768
-37.180252,4,27.670634
-26.565516,2,27.683046
-9.452531,1,27.691342
-104.4323,7,27.699766
-20.806967,1,27.707576
-7.369013,1,27.71661
-194.07803,17,27.724683
-10.465155,1,27.733545
-9.726124,1,27.74114
-154.7083,14,27.752645
-8.238887,1,27.761681
-97.73118,9,27.761697
-12.030686,1,27.770688
-9.279567,1,27.779276
-82.738365,9,27.788508
-34.424545,4,27.796784
-32.440475,3,27.81544
-200.1011,14,27.837523
-126.994774,12,27.859951
-17.505465,1,27.883228
-149.78426,13,27.897766
-48.12571,5,27.897816
-18.722729,1,27.911302
-8.557084,1,27.921399
-46.225918,4,27.935039
