#{"t_start": 1770572514.125886, "env_id": "None"}
r,l,t
-13.447799,1,1.31342
-7.9190264,1,1.313435
-7.5398407,1,1.322864
-10.434785,1,1.330969
-241.506,17,1.330987
-19.615454,1,1.339087
-12.552096,1,1.339102
-13.145014,1,1.34696
-126.41673,10,1.383157
-412.04248,33,1.393637
-184.17787,17,1.41024
-56.515705,6,1.410252
-7.7433434,1,1.418535
-8.921427,1,1.418549
-45.322197,5,1.418556
-7.280505,1,1.426504
-14.024709,1,1.426517
-311.3158,26,1.442611
-17.02579,1,1.450938
-11.23224,1,1.459807
-68.221664,6,1.459823
-82.791306,7,1.46843
-11.5787945,1,1.468442
-8.314079,1,1.47753
-32.85893,3,1.48546
-21.859211,2,1.498652
-37.88096,3,1.498666
-7.8999233,1,1.507088
-165.08386,14,1.514903
-8.417806,1,1.523085
-45.560207,4,1.534874
-37.60776,3,1.543284
-56.885757,5,1.559012
-185.11098,15,1.566704
-62.35184,7,1.58936
-108.13515,11,1.589374
-191.59392,19,1.600594
-8.291351,1,1.607793
-136.46213,11,1.618589
-17.44498,2,1.629528
-99.32635,8,1.639083
-8.005749,1,1.646902
-140.13757,12,1.661391
-60.117424,4,1.669267
-51.6516,6,1.669281
-119.16496,11,1.677708
-13.65655,1,1.677719
-19.491846,2,1.689367
-8.144811,1,1.698021
-58.24505,4,1.706577
-13.604792,1,1.706587
-45.49423,5,1.727854
-152.5267,12,1.739502
-187.61113,16,1.752615
-139.66095,15,1.771052
-51.626854,5,1.77107
-7.6977253,1,1.778543
-9.714933,1,1.778557
-154.16728,14,1.79145
-97.020164,7,1.810131
-9.482306,1,1.818232
-237.57986,18,1.825952
-101.571175,9,1.825966
-10.303795,1,1.834344
-12.673999,1,1.834355
-115.28453,12,1.854975
-7.8484974,1,1.862706
-9.704339,1,1.871585
-112.53309,9,1.871596
-9.658985,1,1.879786
-8.599516,1,1.879801
-7.6103997,1,1.887783
-10.368646,1,1.895915
-8.106191,1,1.90475
-121.51466,12,1.91257
-148.3143,13,1.922154
-46.755157,4,1.940612
-13.572407,1,1.949388
-48.29181,5,1.96842
-178.84283,17,1.978588
-8.147776,1,1.986069
-201.03854,16,1.993421
-206.89212,18,2.007108
-48.24431,5,2.028392
-107.08574,9,2.028404
-29.719595,3,2.042345
-160.5079,15,2.05957
-243.0777,21,2.070474
-109.23892,11,2.080997
-80.582054,8,2.081007
-8.843419,1,2.089444
-70.142815,5,2.089458
-8.769722,1,2.097785
-10.4706135,1,2.10624
-12.148236,1,2.114738
-99.48425,8,2.125947
-87.551605,9,2.140343
-88.91197,9,2.149165
-11.682196,1,2.149177
-10.994794,1,2.156922
-8.17988,1,2.156934
-115.86438,9,2.167484
-121.916504,8,2.175298
-13.489248,1,2.184443
-44.81985,4,2.184454
-34.878624,4,2.184459
-9.516006,1,2.193262
-92.056496,8,2.221658
-107.388596,10,2.229905
-150.06616,14,2.24581
-189.29492,16,2.245822
-16.855366,1,2.253944
-9.322728,1,2.253955
-76.684616,7,2.264743
-109.87839,9,2.273279
-27.175568,1,2.273295
-19.578703,2,2.284437
-111.57624,9,2.302866
-94.601425,9,2.302878
-12.3931875,1,2.311408
-103.46319,10,2.326132
-7.984813,1,2.334804
-21.096523,1,2.344075
-82.723015,9,2.358656
-118.782555,8,2.358669
-7.878893,1,2.367635
-10.770726,1,2.375097
-163.89845,16,2.383061
-49.008183,5,2.401688
-79.835434,7,2.415604
-7.4345465,1,2.423638
-177.00426,15,2.432371
-7.6138086,1,2.440894
-140.13712,13,2.440909
-19.594645,1,2.449459
-51.760643,4,2.464545
-9.13154,1,2.472989
-138.0824,11,2.492747
-104.146835,9,2.501997
-8.825528,1,2.50202
-51.253338,5,2.502027
-169.75507,16,2.502032
-8.270249,1,2.510686
-33.85489,3,2.525297
-34.450928,3,2.536297
-8.983295,1,2.544446
-64.49269,6,2.552835
-31.767025,3,2.55285
-8.489502,1,2.561318
-47.055386,6,2.579552
-7.6924853,1,2.589031
-130.78705,13,2.598025
-13.417118,1,2.60707
-18.405651,2,2.607089
-120.323616,9,2.615854
-12.533838,1,2.615865
-31.312298,2,2.627132
-7.0829296,1,2.63541
-117.06568,12,2.644609
-6.7139792,1,2.644631
-11.290273,1,2.654151
-20.711527,2,2.662942
-72.0956,7,2.662954
-92.586845,7,2.672277
-8.33163,1,2.672288
-9.126217,1,2.681026
-23.202496,2,2.692887
-11.865847,1,2.701712
-97.31612,8,2.720273
-24.677336,3,2.720302
-16.895384,2,2.732373
-116.48145,11,2.743943
-21.698904,2,2.754166
-6.803479,1,2.762344
-230.5626,20,2.780492
-117.42572,11,2.78052
-7.411796,1,2.788981
-8.401277,1,2.788994
-83.38793,9,2.805182
-8.187341,1,2.812797
-8.764678,1,2.820922
-78.97138,7,2.828409
-167.29669,18,2.836799
-11.271647,1,2.836813
-10.667752,1,2.845636
-8.128795,1,2.853993
-146.29659,13,2.869327
-11.491522,1,2.877792
-12.986083,1,2.88631
-92.17319,8,2.894397
-75.07365,8,2.907124
-7.247101,1,2.916379
-8.92362,1,2.925156
-76.194824,6,2.949214
-129.34435,12,2.957655
-8.402143,1,2.957675
-8.13726,1,2.965257
-6.502625,1,2.97431
-285.14587,24,2.982339
-147.64119,15,2.990317
-15.504382,1,2.990331
-7.8545847,1,2.999799
-58.791615,5,3.020442
-135.1543,10,3.029059
-128.94398,13,3.048207
-51.60195,6,3.04823
-61.786728,6,3.056826
-24.151184,2,3.064551
-141.6358,15,3.0793
-38.77123,3,3.079318
-48.43718,5,3.100272
-13.73792,1,3.108811
-130.81711,11,3.108826
-7.371463,1,3.116719
-109.39882,8,3.12534
-11.499391,1,3.125359
-9.812993,1,3.135523
-39.398537,3,3.135538
-8.020051,1,3.135545
-8.074708,1,3.144025
-7.6742296,1,3.1528
-19.16241,2,3.152814
-8.995507,1,3.161083
-21.621155,2,3.169429
-14.015361,1,3.177831
-62.199356,6,3.185643
-21.451683,1,3.194155
-48.82464,4,3.194167
-332.86374,25,3.217173
-42.948364,5,3.21719
-100.82065,7,3.217198
-56.347378,5,3.217205
-9.143796,1,3.225884
-42.306606,5,3.242833
-36.740395,4,3.261093
-13.494069,1,3.269454
-133.59576,13,3.292543
-176.11456,13,3.292608
-9.077387,1,3.302446
-74.43521,6,3.315396
-236.03473,20,3.338091
-72.5615,7,3.348959
-158.67307,11,3.356973
-9.240799,1,3.356989
-13.424364,1,3.365196
-19.835314,1,3.365215
-118.89602,12,3.373084
-41.446983,4,3.388353
-8.047984,1,3.397689
-96.796486,7,3.409409
-8.937508,1,3.418372
-69.26166,7,3.418387
-37.214077,4,3.426956
-8.071432,1,3.426972
-8.103886,1,3.436325
-163.7559,14,3.436342
-56.18429,5,3.46007
-14.54663,2,3.470904
-117.157684,11,3.487559
-8.200546,1,3.494742
-8.411004,1,3.502609
-16.326506,2,3.514384
-235.38824,20,3.532255
-305.06802,23,3.543076
-7.158943,1,3.552112
-222.82594,16,3.560567
-10.212154,1,3.560586
-9.543476,1,3.569179
-35.646313,3,3.580214
-185.79427,12,3.588635
-8.270684,1,3.588649
-14.997732,1,3.597244
-71.95328,7,3.612148
-7.995172,1,3.620726
-151.35313,13,3.620737
-25.759575,2,3.631265
-74.86385,7,3.639265
-23.336666,2,3.652244
-90.7271,8,3.672863
-171.47705,17,3.684155
-7.7057986,1,3.691791
-14.774248,1,3.700505
-22.968304,1,3.708637
-100.384674,11,3.716798
-12.629724,1,3.724588
-30.998993,3,3.733534
-241.10504,18,3.733548
-107.172485,9,3.742245
-8.512956,1,3.742264
-14.022572,1,3.742271
-12.261095,1,3.752603
-8.708894,1,3.762006
-11.875912,1,3.770375
-52.7481,4,3.778647
-139.68098,10,3.797436
-52.414463,6,3.806138
-9.071742,1,3.806151
-13.763284,1,3.815119
-70.49844,6,3.815128
-14.553838,2,3.825885
-33.067535,4,3.844832
-78.31636,7,3.844869
-214.51195,17,3.854813
-8.697247,1,3.854827
-13.298696,1,3.863601
-94.58473,9,3.87207
-22.038233,2,3.872083
-14.734218,1,3.87975
-50.376766,5,3.888244
-9.0303955,1,3.897448
-10.549602,1,3.907552
-99.64849,10,3.942592
-131.24847,11,3.953826
-75.87815,7,3.953853
-18.465021,2,3.964858
-15.560535,2,3.977644
-68.87151,6,3.977657
-9.98235,1,3.987164
-7.9488225,1,3.987177
-8.22311,1,3.995054
-226.52548,19,4.008368
-56.64098,4,4.01764
-121.70195,11,4.026286
-7.8834815,1,4.034833
-9.678796,1,4.042812
-92.379135,7,4.062683
-15.508636,1,4.074798
-152.72346,13,4.083217
-13.95198,1,4.083239
-8.044925,1,4.091598
-95.97179,9,4.091633
-8.28866,1,4.099445
-34.847286,3,4.110582
-84.024376,7,4.12692
-72.961815,6,4.136371
-8.413514,1,4.136397
-84.81979,9,4.157397
-232.63792,19,4.165542
-58.335278,6,4.165561
-16.2407,1,4.173731
-14.286885,1,4.173751
-26.305058,3,4.18877
-12.578405,1,4.196387
-144.58537,14,4.21033
-88.74764,9,4.210344
-108.04387,11,4.226821
-47.854683,5,4.235702
-8.282174,1,4.235714
-88.742226,8,4.23572
-8.553884,1,4.244861
-135.6338,12,4.269216
-78.16508,7,4.269236
-47.61116,6,4.269243
-12.277921,1,4.276999
-124.382675,9,4.286048
-26.603632,2,4.286064
-12.781355,1,4.293409
-25.97648,2,4.303428
-13.2631,1,4.303437
-7.852912,1,4.312022
-67.21465,6,4.320281
-73.203094,8,4.335353
-83.84361,8,4.356424
-147.82571,14,4.372979
-7.717076,1,4.381406
-166.95221,15,4.388806
-6.7328563,1,4.396943
-170.54524,13,4.405476
-18.29734,2,4.414743
-73.70214,8,4.43923
-7.450241,1,4.448331
-19.054281,2,4.459946
-117.109055,10,4.475176
-17.27771,1,4.48391
-245.70139,22,4.496291
-34.451904,3,4.511991
-6.901822,1,4.519924
-214.72397,19,4.529019
-10.616864,1,4.538032
-122.5301,12,4.538049
-36.51508,3,4.552913
-47.676563,6,4.561985
-157.60158,12,4.562003
-12.047479,1,4.570888
-21.312237,2,4.581724
-75.2844,7,4.59717
-9.072504,1,4.606144
-47.441113,4,4.606173
-95.485374,10,4.622701
-32.36963,3,4.622729
-57.628235,4,4.639254
-7.255943,1,4.647616
-227.36226,23,4.665499
-7.850952,1,4.673769
-91.90352,7,4.685368
-21.22967,1,4.694116
-14.29222,1,4.702889
-245.11743,20,4.716981
-123.76888,8,4.72513
-61.801323,5,4.74676
-108.737404,9,4.746779
-8.671126,1,4.75544
-72.73038,7,4.755461
-294.2535,25,4.763609
-13.255911,1,4.763621
-14.606546,1,4.772736
-58.17587,6,4.793417
-93.25976,8,4.801213
-102.889305,9,4.80123
-8.064259,1,4.809692
-7.23285,1,4.809703
-14.705688,1,4.817776
-8.785246,1,4.817788
-40.61396,4,4.826482
-7.984555,1,4.834944
-9.14883,1,4.843441
-119.923965,11,4.843456
-36.291004,4,4.852298
-66.18026,6,4.875109
-15.848078,1,4.883079
-112.68775,7,4.883092
-8.085013,1,4.892016
-12.177741,1,4.90114
-137.74132,13,4.909347
-12.257039,1,4.917965
-32.39945,3,4.926003
-118.24543,14,4.986152
-93.425026,10,4.997435
-7.747345,1,5.012305
-7.820899,1,5.022342
-8.732239,1,5.031375
-162.49493,14,5.031401
-9.227644,1,5.040081
-81.07482,7,5.053279
-280.65344,27,5.053296
-9.904597,1,5.061453
-43.187977,5,5.082752
-135.09305,10,5.090063
-38.118523,3,5.103366
-156.98018,13,5.110735
-7.6125703,1,5.119063
-61.791412,7,5.126789
-12.749508,1,5.134352
-175.42464,15,5.143095
-12.797212,1,5.143109
-7.653501,1,5.151356
-20.664618,2,5.159597
-79.72096,7,5.171208
-92.35159,9,5.171221
-54.711998,4,5.182781
-35.317932,3,5.19077
-42.923016,3,5.201947
-92.51597,8,5.216207
-171.01474,12,5.225126
-8.2517185,1,5.232397
-8.749934,1,5.239951
-113.18466,10,5.25072
-12.085484,1,5.258809
-8.723029,1,5.267781
-11.204831,1,5.276751
-11.214929,1,5.285583
-125.05815,11,5.297694
-35.84102,4,5.316638
-200.33128,14,5.327096
-20.190556,2,5.327116
-11.483852,1,5.335268
-13.117287,1,5.335281
-7.665589,1,5.343157
-8.25832,1,5.343169
-8.141376,1,5.351689
-274.18872,24,5.36036
-9.206032,1,5.360371
-11.718126,1,5.369566
-136.7844,13,5.369579
-12.3365345,1,5.378225
-9.422415,1,5.378237
-9.036705,1,5.386715
-33.12004,4,5.405713
-51.24488,5,5.405728
-11.302867,1,5.414427
-8.907844,1,5.414439
-90.47179,8,5.441254
-223.25464,16,5.441268
-20.357119,2,5.451814
-249.57695,20,5.45183
-11.654157,1,5.459457
-66.80787,6,5.475062
-178.69542,14,5.475079
-12.727815,1,5.482572
-25.768986,2,5.493126
-59.703804,4,5.501062
-43.712128,5,5.524638
-60.01927,6,5.524662
-7.748913,1,5.532434
-176.52496,14,5.541256
-7.177022,1,5.548516
-208.38278,17,5.556555
-8.826717,1,5.556567
-8.262294,1,5.56527
-81.20271,5,5.582526
-16.690332,1,5.59167
-115.43782,10,5.599178
-140.26804,12,5.607782
-10.029252,1,5.617422
-102.73912,10,5.629624
-45.109825,4,5.629644
-63.37961,7,5.640867
-52.14509,5,5.662731
-99.21524,10,5.671317
-131.3161,10,5.681583
-8.319815,1,5.689905
-14.717057,1,5.698684
-7.8523707,1,5.70658
-120.28272,13,5.706591
-168.98929,13,5.734191
-88.1408,7,5.734213
-12.095949,1,5.741899
-16.670105,1,5.741909
-8.2353945,1,5.750068
-7.7619567,1,5.750077
-209.13353,15,5.758253
-7.6679983,1,5.758261
-8.230088,1,5.766426
-10.676238,1,5.766434
-136.93724,14,5.781536
-25.399654,3,5.781545
-12.297193,1,5.790045
-41.489643,4,5.805124
-118.33306,10,5.812984
-8.62484,1,5.821952
-62.816807,3,5.829267
-56.34242,7,5.837507
-7.577399,1,5.845707
-62.68649,6,5.86971
-223.28024,20,5.881938
-96.91961,10,5.88195
-119.639366,11,5.881956
-17.390894,1,5.889178
-21.338364,2,5.897397
-13.721084,1,5.905505
-73.597984,6,5.914371
-13.283412,1,5.914383
-17.18802,1,5.923339
-8.63968,1,5.923347
-7.45981,1,5.931773
-64.43686,6,5.940469
-15.27716,2,5.948964
-14.348121,1,5.948975
-37.368008,4,5.95718
-13.204243,1,5.957192
-21.126259,2,5.964865
-146.3598,11,5.972692
-27.415936,3,5.981317
-9.134439,1,5.981332
-30.349072,3,5.99616
-28.175386,3,6.008889
-88.14607,8,6.021536
-6.5911517,1,6.02939
-13.02495,1,6.037014
-13.706163,1,6.045579
-135.49466,14,6.045592
-87.56738,7,6.05694
-220.64801,18,6.07188
-9.072932,1,6.080512
-13.591727,1,6.088255
-11.382827,1,6.096277
-12.971861,1,6.104029
-105.13581,8,6.112509
-49.727077,3,6.124668
-12.687034,1,6.133046
-159.8533,14,6.141933
-14.024041,1,6.14958
-11.971072,1,6.157284
-107.814514,9,6.17213
-8.510037,1,6.18099
-267.93698,20,6.181001
-67.22029,6,6.193559
-62.524055,6,6.211747
-8.280805,1,6.220284
-162.39716,15,6.228346
-133.99489,11,6.242065
-48.69418,5,6.251341
-40.46038,4,6.251351
-8.765676,1,6.251357
-7.6101565,1,6.259631
-8.133072,1,6.26819
-24.691648,3,6.277247
-9.578955,1,6.277268
-189.09247,15,6.288855
-9.747916,1,6.297331
-84.94341,7,6.306396
-9.952867,1,6.306406
-7.1296153,1,6.315299
-58.0397,6,6.3243
-12.036468,1,6.324313
-13.715416,1,6.332993
-60.22535,6,6.355185
-10.4951725,1,6.363924
-78.095345,6,6.363936
-7.6589584,1,6.372214
-198.3303,16,6.382722
-49.46604,5,6.395689
-90.44485,7,6.404104
-188.86919,18,6.416466
-114.315414,9,6.430519
-13.347211,1,6.438254
-117.20192,9,6.453967
-9.091169,1,6.462384
-7.9736443,1,6.471142
-138.3365,12,6.471152
-76.44734,8,6.486424
-130.80922,12,6.486436
-83.56502,7,6.502204
-22.41288,2,6.512549
-11.339132,1,6.52045
-70.619934,7,6.520463
-8.597108,1,6.528024
-22.501297,1,6.536154
-84.700615,9,6.536166
-8.809625,1,6.54462
-17.826372,2,6.558404
-206.68352,16,6.56683
-13.324629,1,6.566839
-22.923283,3,6.582302
-9.497099,1,6.590502
-9.036736,1,6.599237
-7.9491944,1,6.608614
-9.666621,1,6.617378
-146.05873,13,6.617389
-10.777864,1,6.625881
-8.684122,1,6.635012
-158.22462,14,6.642844
-26.786448,3,6.658732
-7.2726507,1,6.667126
-117.27057,11,6.685438
-213.18587,20,6.696751
-132.265,12,6.716819
-13.948046,1,6.724242
-257.92014,22,6.739201
-13.835848,1,6.746899
-177.95287,16,6.763762
-99.73792,9,6.763777
-16.468904,2,6.775235
-8.5823145,1,6.783681
-58.672092,6,6.797516
-100.02472,11,6.80549
-8.715467,1,6.805504
-60.552963,4,6.805512
-11.866314,1,6.813478
-369.64056,26,6.815528
-13.095885,1,6.823915
-63.3402,7,6.843604
-7.042758,1,6.851943
-7.5779123,1,6.859947
-35.48214,2,6.87202
-11.955536,1,6.879831
-143.1788,14,6.894285
-142.18678,13,6.894299
-47.270653,5,6.904454
-8.026575,1,6.912647
-266.0288,20,6.923019
-87.511635,10,6.943819
-73.497215,7,6.94383
-89.3501,9,6.95966
-46.700165,5,6.968251
-13.565056,1,6.976169
-154.54251,16,6.976179
-115.56368,10,6.995003
-51.642242,4,6.995016
-57.73756,5,7.00375
-8.472445,1,7.003761
-7.4272532,1,7.003767
-13.955253,1,7.012896
-22.099716,1,7.012908
-8.33194,1,7.020762
-13.408796,1,7.020778
-8.753553,1,7.028748
-110.2064,10,7.028757
-7.2209535,1,7.036387
-9.544132,1,7.045389
-43.74884,5,7.045397
-12.829187,1,7.054457
-8.49911,1,7.05447
-97.02135,10,7.083107
-111.006,12,7.09058
-11.231059,1,7.090591
-8.821175,1,7.098579
-99.97426,10,7.106482
-33.916306,4,7.120335
-90.30273,6,7.12906
-17.898073,1,7.129073
-144.13885,15,7.136476
-41.40065,4,7.150043
-7.833364,1,7.158672
-108.10741,10,7.167321
-16.522001,2,7.176415
-87.800125,9,7.187866
-20.288383,2,7.187877
-14.896115,1,7.19588
-101.4612,10,7.229926
-233.82654,14,7.229938
-7.445856,1,7.23822
-226.85184,22,7.249045
-17.07513,2,7.249058
-9.067642,1,7.257006
-174.3379,16,7.265217
-9.028885,1,7.273645
-65.325516,6,7.288767
-95.321884,10,7.296686
-7.462863,1,7.304736
-9.202197,1,7.313287
-88.8604,9,7.327827
-69.914154,6,7.342053
-96.35473,9,7.342066
-13.192281,1,7.350407
-212.7751,17,7.36069
-7.8120513,1,7.36867
-11.486815,1,7.376984
-56.061317,5,7.376995
-8.05808,1,7.385782
-107.76016,9,7.385796
-78.29808,6,7.394009
-14.417295,1,7.394024
-8.522348,1,7.402591
-123.570175,10,7.427865
-9.008979,1,7.435289
-73.65176,8,7.460935
-253.51703,20,7.471324
-215.91872,20,7.479897
-13.099246,1,7.488145
-267.9135,22,7.499641
-68.620415,6,7.510717
-7.348694,1,7.519528
-20.858162,2,7.529964
-17.052254,2,7.541376
-81.557945,7,7.54139
-9.476128,1,7.549314
-242.97958,19,7.570456
-55.835052,5,7.570467
-67.2826,7,7.57927
-7.4117017,1,7.579279
-17.340458,1,7.586656
-17.881678,1,7.594672
-9.185203,1,7.603803
-184.19197,19,7.603821
-7.877591,1,7.612588
-51.399193,4,7.612602
-12.389289,1,7.621484
-8.514345,1,7.621497
-8.918288,1,7.629798
-12.406345,1,7.637811
-140.73677,13,7.65991
-12.82749,1,7.667662
-7.494602,1,7.675383
-71.96146,6,7.697125
-7.514124,1,7.704565
-9.2410345,1,7.712198
-239.50156,21,7.724348
-152.72884,17,7.724362
-224.68423,19,7.724369
-13.128476,1,7.732614
-7.2209163,1,7.732629
-14.920579,1,7.741621
-36.192238,4,7.741634
-13.794119,1,7.741642
-8.523655,1,7.750656
-13.934118,1,7.750665
-18.301426,1,7.758983
-15.690293,1,7.767279
-131.61618,10,7.787977
-195.81636,13,7.810477
-138.47942,11,7.810496
-70.34608,6,7.831585
-8.719149,1,7.840626
-185.88722,17,7.856681
-68.6112,5,7.864354
-191.41953,17,7.883176
-13.054549,1,7.892066
-340.36865,33,7.900659
-7.249399,1,7.900671
-8.146354,1,7.908353
-7.3385377,1,7.916557
-120.60328,11,7.927982
-165.50766,13,7.936246
-14.33563,1,7.936257
-59.92782,6,7.944985
-12.953455,1,7.944997
-7.5917497,1,7.945003
-11.236981,1,7.953586
-7.91099,1,7.953598
-14.820492,1,7.953606
-60.69123,7,7.965878
-44.99573,3,7.974452
-21.22136,2,7.983395
-44.91469,6,7.993482
-31.394434,2,7.993493
-8.156649,1,8.001786
-49.375164,5,8.010448
-113.87801,11,8.025162
-114.44084,9,8.041978
-7.657058,1,8.04985
-135.71356,11,8.060841
-102.11339,10,8.060852
-104.637985,9,8.071478
-10.052381,1,8.080357
-119.07838,10,8.106882
-88.04615,9,8.118024
-36.082226,3,8.126128
-8.174526,1,8.13454
-39.03012,4,8.145776
-9.439001,1,8.154007
-241.10468,18,8.162791
-216.44456,20,8.162801
-8.016682,1,8.171333
-24.808538,2,8.181827
-111.01083,9,8.192655
-47.70685,4,8.204504
-147.7989,11,8.218513
-8.699344,1,8.227203
-102.48982,10,8.242634
-204.21066,18,8.257039
-94.303246,10,8.270246
-13.776685,1,8.278345
-145.00502,15,8.278367
-84.29727,8,8.287171
-105.20339,9,8.304321
-15.644787,1,8.312355
-70.38401,6,8.312365
-34.3314,3,8.326361
-11.085445,1,8.335266
-54.218746,5,8.344103
-7.6825833,1,8.344114
-112.81049,11,8.352745
-9.151024,1,8.352757
-8.049569,1,8.361804
-8.29004,1,8.370969
-23.09081,2,8.382284
-7.6718416,1,8.39082
-16.572979,1,8.399118
-221.87622,18,8.399126
-146.55806,13,8.421104
-92.821396,8,8.432724
-197.0561,16,8.443015
-14.265976,2,8.453952
-26.896517,3,8.46779
-98.06843,10,8.476481
-9.082517,1,8.476492
-215.74823,17,8.484579
-9.267784,1,8.48459
-13.472922,1,8.492496
-17.257017,1,8.500236
-59.458206,4,8.518385
-9.095688,1,8.526442
-96.417465,8,8.534701
-6.9976974,1,8.534717
-8.96693,1,8.543177
-8.915871,1,8.543186
-196.63379,19,8.551527
-8.665259,1,8.559199
-31.546,3,8.567834
-165.49814,13,8.567845
-16.912191,1,8.576479
-7.8830533,1,8.57649
-112.43197,10,8.600857
-89.680954,7,8.608304
-144.98936,10,8.616726
-8.707878,1,8.616737
-177.63696,15,8.643184
-78.815025,8,8.650675
-35.14857,3,8.661315
-8.596684,1,8.670133
-148.45544,14,8.678252
-16.436073,1,8.678264
-135.88052,13,8.686245
-73.173164,7,8.711271
-20.303328,2,8.722265
-8.07019,1,8.731513
-149.02495,12,8.742457
-164.43681,13,8.754522
-139.43867,10,8.776464
-260.99326,25,8.784574
-13.993683,1,8.784587
-173.77452,14,8.802966
-39.902676,5,8.802977
-9.765415,1,8.811096
-7.371114,1,8.819872
-8.000363,1,8.827217
-46.35051,4,8.836342
-18.6511,2,8.84501
-14.631527,1,8.853538
-23.93082,3,8.861733
-9.151391,1,8.861745
-9.64304,1,8.870576
-8.181026,1,8.870586
-146.54256,15,8.882616
-284.5198,25,8.896493
-8.149381,1,8.904979
-90.58894,9,8.919457
-77.1418,7,8.919469
-80.87519,9,8.919475
-107.37455,11,8.947379
-104.17393,9,8.95541
-109.22393,10,8.963814
-14.881148,1,8.972133
-111.78394,9,8.998848
-211.14226,20,9.010016
-12.039363,1,9.018345
-199.48514,14,9.027563
-37.386005,4,9.027576
-8.859241,1,9.027582
-8.752712,1,9.035157
-27.745338,3,9.047252
-184.81607,16,9.059196
-64.288925,6,9.067744
-19.653406,1,9.076731
-16.872377,2,9.087876
-7.046929,1,9.096256
-8.076203,1,9.104837
-98.31543,10,9.123248
-120.86702,13,9.132262
-12.410245,1,9.132275
-217.57835,19,9.150681
-12.454457,1,9.159154
-133.47476,12,9.170683
-16.671751,2,9.170695
-96.29034,8,9.179008
-85.77082,8,9.179017
-26.155066,3,9.194119
-208.60963,15,9.230677
-15.25186,1,9.238353
-16.69288,1,9.245811
-244.08499,19,9.253502
-21.018509,2,9.264001
-190.02469,18,9.272417
-242.14937,23,9.281027
-8.400687,1,9.281044
-14.34206,1,9.29044
-12.549366,1,9.299309
-64.34684,7,9.299321
-73.637634,8,9.317736
-53.784252,6,9.329097
-28.220037,2,9.339971
-127.00549,11,9.348297
-111.76011,11,9.360138
-61.99909,5,9.370988
-101.75998,10,9.379102
-8.079045,1,9.379118
-7.692699,1,9.387022
-97.0629,8,9.404171
-47.822735,5,9.404182
-13.226941,1,9.412511
-15.095009,1,9.419959
-233.14743,20,9.452892
-153.5087,15,9.461842
-14.615499,1,9.461868
-14.180894,1,9.473997
-135.71532,13,9.482257
-127.9655,12,9.490789
-8.378454,1,9.499156
-9.020232,1,9.508216
-39.17883,4,9.516593
-78.59402,9,9.531581
-16.210754,1,9.539388
-27.966295,2,9.550368
-170.35442,13,9.562166
-26.414518,2,9.562183
