#{"t_start": 1770573625.21714, "env_id": "None"}
r,l,t
-7.094118,1,149.651077
-80.55738,6,149.672854
-100.348564,8,149.681808
-90.26062,9,149.689128
-88.413765,9,149.704298
-8.540265,1,149.712343
-86.648125,7,149.720685
-63.217556,7,149.731785
-10.255022,1,149.7399
-65.51558,6,149.756196
-107.776825,12,149.756226
-17.219702,1,149.765102
-11.9050865,1,149.774315
-89.30504,11,149.785654
-110.98663,10,149.800374
-72.41482,7,149.800391
-7.489866,1,149.809166
-73.449425,6,149.80918
-11.35018,1,149.809187
-8.004523,1,149.81757
-45.89824,5,149.817581
-7.2795386,1,149.817587
-12.342341,1,149.82594
-18.661398,1,149.825949
-7.9909463,1,149.825955
-13.358151,1,149.834047
-8.426964,1,149.842328
-56.911304,5,149.85124
-11.334338,1,149.860217
-35.612057,4,149.881482
-116.41417,9,149.890718
-88.7896,9,149.890733
-84.26002,8,149.899088
-12.85165,1,149.8991
-51.546535,5,149.914596
-83.01418,7,149.929328
-94.63468,8,149.938562
-11.793565,1,149.938575
-9.342863,1,149.946422
-74.755844,5,149.946436
-8.444276,1,149.954937
-157.84488,12,149.95495
-22.444572,2,149.954956
-13.002244,1,149.965301
-26.505915,2,149.974036
-11.170569,1,149.974048
-9.83445,1,149.98206
-12.8795395,1,149.982077
-7.859432,1,149.991312
-9.437733,1,149.999309
-59.4581,7,150.007303
-8.157041,1,150.015893
-62.197598,7,150.038259
-10.3814,1,150.046878
-150.08594,13,150.046893
-81.486275,7,150.055483
-7.212253,1,150.055493
-152.63835,14,150.070834
-133.56772,9,150.094588
-76.880745,7,150.105673
-95.95243,10,150.105687
-109.723755,11,150.113617
-14.4937725,1,150.12205
-10.228008,1,150.131144
-49.656666,5,150.131158
-38.001278,4,150.138624
-7.6105413,1,150.147542
-33.779137,4,150.159014
-86.0708,7,150.159025
-8.266897,1,150.167878
-19.706514,1,150.167889
-14.724374,1,150.176692
-60.96886,5,150.18568
-8.319701,1,150.185694
-8.035133,1,150.198052
-8.6620865,1,150.198064
-28.073616,3,150.198071
-8.568472,1,150.206938
-13.245622,1,150.206948
-9.676065,1,150.206953
-11.185,1,150.215447
-10.427705,1,150.215458
-47.200665,5,150.231926
-184.5472,16,150.242287
-66.86787,7,150.250227
-13.544346,1,150.250236
-32.85814,4,150.268677
-50.453476,5,150.27822
-128.88959,12,150.278236
-7.501985,1,150.287009
-10.39488,1,150.287025
-54.365562,3,150.297703
-13.0698805,1,150.306656
-102.87885,11,150.30667
-12.279714,1,150.314353
-19.725922,2,150.322672
-41.91312,4,150.322684
-7.5370955,1,150.331039
-15.7894125,1,150.339185
-29.10801,3,150.339199
-9.365662,1,150.348371
-6.6586056,1,150.348383
-12.753967,1,150.35715
-8.35395,1,150.366264
-20.871056,2,150.366276
-62.550156,6,150.374304
-8.731714,1,150.374315
-7.907286,1,150.383625
-21.055565,2,150.392266
-39.519245,4,150.400998
-13.891505,1,150.413847
-168.13501,14,150.413859
-7.8548937,1,150.422869
-8.315209,1,150.430776
-14.114282,1,150.438993
-64.13048,6,150.455185
-31.320965,3,150.455196
-14.624034,1,150.46421
-107.28823,10,150.464221
-12.376286,1,150.47251
-8.056341,1,150.480752
-103.04887,8,150.506556
-76.50832,6,150.506584
-11.186977,1,150.515223
-17.147684,1,150.523012
-8.831148,1,150.530667
-251.87692,21,150.538951
-20.262066,2,150.546846
-58.137985,6,150.555647
-12.489922,1,150.55566
-39.503925,5,150.578181
-64.608406,7,150.589994
-97.12891,10,150.59892
-38.004818,4,150.607725
-8.531008,1,150.615562
-8.526513,1,150.62365
-337.3514,27,150.631845
-46.72054,6,150.640646
-7.0985293,1,150.640655
-43.08475,5,150.640661
-23.48606,3,150.649493
-9.597413,1,150.649505
-8.383426,1,150.649512
-7.755491,1,150.658361
-8.757212,1,150.658371
-8.654755,1,150.667723
-19.518173,2,150.667734
-40.294228,3,150.667739
-7.5846934,1,150.676927
-8.673303,1,150.676937
-8.032985,1,150.676942
-27.613348,3,150.694243
-88.012085,7,150.706015
-48.580925,6,150.714697
-8.717512,1,150.714711
-81.58716,6,150.714717
-9.771788,1,150.722494
-8.857693,1,150.730946
-94.27082,8,150.744868
-54.519966,6,150.753498
-8.326603,1,150.760938
-8.752066,1,150.76917
-78.81027,8,150.780484
-50.419956,6,150.789695
-12.810091,1,150.789705
-7.840812,1,150.798728
-7.096839,1,150.798751
-14.233704,1,150.807786
-8.48187,1,150.807797
-171.78444,13,150.807804
-13.755489,1,150.816722
-7.299498,1,150.816733
-23.83984,2,150.825621
-6.9670653,1,150.825634
-11.826469,1,150.834552
-9.090738,1,150.834564
-34.97976,3,150.849736
-147.19908,12,150.858613
-78.62274,7,150.867349
-14.635253,1,150.867361
-67.67717,6,150.876203
-9.810108,1,150.885344
-7.882779,1,150.893498
-8.398767,1,150.903036
-11.875202,1,150.914038
-11.259784,1,150.922048
-152.43999,13,150.944302
-155.77055,11,150.94432
-10.104416,1,150.952843
-130.1288,12,150.952857
-7.732642,1,150.952863
-7.2371225,1,150.962108
-8.031816,1,150.962122
-74.01306,7,150.962128
-13.119015,1,150.970171
-8.704509,1,150.970183
-30.18326,3,150.978188
-24.275946,3,150.993401
-50.57808,5,150.993411
-24.874296,2,151.005732
-9.7669935,1,151.014899
-107.83874,8,151.023626
-46.445023,4,151.023639
-13.50216,1,151.031575
-8.023552,1,151.031587
-9.51473,1,151.040715
-12.500953,1,151.040725
-7.9951105,1,151.049581
-8.74597,1,151.049591
-10.2345295,1,151.057956
-7.8193545,1,151.066051
-8.455946,1,151.075237
-46.556267,4,151.092772
-144.15903,12,151.101229
-92.13595,9,151.109789
-11.324219,1,151.109805
-251.13675,21,151.118285
-8.527641,1,151.129064
-32.925217,3,151.138322
-27.109463,3,151.138334
-26.404163,3,151.152898
-44.27656,4,151.152911
-93.74349,9,151.161646
-48.424656,5,151.169402
-8.637981,1,151.178534
-30.22632,4,151.187429
-7.800242,1,151.18744
-46.30393,5,151.195463
-7.67143,1,151.204262
-8.357981,1,151.212946
-48.553486,4,151.221307
-71.06306,7,151.239169
-13.198263,1,151.246658
-36.634525,5,151.255163
-8.064255,1,151.26357
-133.86018,13,151.263579
-10.414301,1,151.272502
-9.118901,1,151.283485
-17.6897,1,151.295582
-53.91352,4,151.305142
-18.901182,2,151.314
-12.037549,1,151.314014
-7.6934433,1,151.323172
-11.523947,1,151.333633
-132.82974,14,151.333655
-7.601603,1,151.342493
-16.71785,1,151.350664
-28.336132,3,151.359238
-57.916935,6,151.367769
-7.910776,1,151.367783
-29.06557,3,151.377013
-7.271709,1,151.377024
-14.202542,1,151.377029
-186.09718,15,151.386451
-7.733064,1,151.386462
-13.763402,1,151.386469
-10.058588,1,151.395922
-7.569158,1,151.39594
-8.030673,1,151.405282
-21.768717,2,151.405293
-26.117832,2,151.414229
-8.588725,1,151.41424
-13.54554,1,151.423693
-7.82834,1,151.432398
-57.398876,6,151.432424
-7.6002793,1,151.441736
-20.358677,2,151.453251
-38.608166,4,151.462458
-10.332441,1,151.462468
-13.293475,1,151.471338
-105.20502,8,151.479699
-43.699272,4,151.497578
-171.50449,14,151.506732
-10.421117,1,151.515461
-89.3852,8,151.51547
-20.05162,2,151.515477
-12.53849,1,151.523028
-93.634315,9,151.532071
-24.898119,2,151.532101
-13.592168,1,151.532108
-11.433996,1,151.541558
-11.392623,1,151.541573
-14.468527,1,151.551113
-20.596601,2,151.551125
-14.417319,1,151.563748
-61.487247,5,151.563759
-49.941658,5,151.57751
-9.011908,1,151.586053
-47.6022,6,151.594995
-8.335624,1,151.595007
-62.188732,6,151.602856
-8.29177,1,151.611468
-115.68698,11,151.630053
-12.516722,1,151.638857
-60.012676,7,151.638881
-89.79509,8,151.648415
-10.526291,1,151.648433
-7.62,1,151.65665
-8.686513,1,151.666837
-14.020177,1,151.675699
-24.278015,3,151.675709
-54.40012,5,151.684481
-105.12036,10,151.684492
-7.9713087,1,151.692447
-7.395071,1,151.692459
-8.4834585,1,151.700623
-12.561718,1,151.700636
-8.859311,1,151.709715
-105.042435,8,151.728164
-68.6387,5,151.728173
-17.850014,1,151.737036
-11.699257,1,151.737055
-15.042988,1,151.746075
-8.029311,1,151.746089
-12.728991,1,151.75443
-8.783167,1,151.754442
-9.989291,1,151.764337
-117.21983,13,151.772962
-79.60266,9,151.772973
-13.068401,1,151.781322
-57.326416,4,151.793133
-48.229652,4,151.801629
-7.667781,1,151.80164
-67.4685,6,151.801645
-8.555234,1,151.810698
-14.175854,1,151.810711
-12.7785015,1,151.810717
-41.136227,4,151.810727
-9.154893,1,151.819576
-7.530333,1,151.828694
-14.016043,1,151.838152
-68.39769,6,151.852617
-42.017517,4,151.865277
-87.63713,7,151.865293
-11.113464,1,151.8653
-7.9562545,1,151.874071
-7.8187065,1,151.874084
-83.93665,9,151.882479
-19.252594,1,151.882492
-13.862133,1,151.890845
-11.152845,1,151.890855
-12.249171,1,151.899028
-51.534256,5,151.906932
-43.562836,5,151.915795
-7.9693313,1,151.915804
-7.3743114,1,151.924526
-12.007598,1,151.92454
-30.442787,4,151.924546
-10.129751,1,151.933278
-7.4782047,1,151.933292
-57.402313,6,151.948179
-8.3764105,1,151.957892
-9.858491,1,151.966552
-56.748135,6,151.975328
-13.090555,1,151.975347
-156.83809,11,152.001048
-8.440052,1,152.009112
-114.80955,12,152.009124
-91.908,8,152.017414
-9.099782,1,152.025751
-15.498217,2,152.025764
-49.75023,4,152.038504
-9.504764,1,152.047222
-143.13936,12,152.047235
-34.117012,3,152.047241
-9.478414,1,152.056142
-14.410924,1,152.064964
-13.112713,1,152.073535
-43.53368,4,152.082547
-98.862915,8,152.092038
-12.687455,1,152.092051
-12.171996,1,152.101166
-9.558276,1,152.101175
-27.956139,3,152.101181
-14.128477,1,152.10979
-7.732044,1,152.109803
-7.459184,1,152.109814
-8.025642,1,152.118266
-12.746682,1,152.118277
-93.01788,9,152.127705
-8.548471,1,152.127714
-6.936634,1,152.13619
-26.445267,2,152.136198
-14.051154,1,152.144848
-13.388644,1,152.144861
-12.865256,1,152.154148
-42.57814,3,152.168974
-68.40665,6,152.16899
-7.2328987,1,152.177434
-13.570895,1,152.177448
-8.79844,1,152.185861
-7.569821,1,152.18587
-12.781291,1,152.194524
-121.41245,12,152.202823
-11.343478,1,152.21234
-106.748825,10,152.221148
-7.998638,1,152.221161
-7.5027676,1,152.230209
-8.194105,1,152.230221
-8.119638,1,152.23897
-9.644882,1,152.238983
-8.396742,1,152.248083
-74.42641,7,152.248092
-7.5519094,1,152.248098
-11.757756,1,152.259398
-8.9135065,1,152.259418
-8.563161,1,152.259425
-7.281721,1,152.268604
-74.62727,8,152.268619
-17.010565,2,152.279204
-18.986904,2,152.288152
-27.016478,2,152.297
-23.771961,3,152.297011
-7.594724,1,152.306202
-10.9924755,1,152.315506
-21.021894,1,152.323781
-47.558857,5,152.332217
-37.913815,5,152.341493
-8.6518755,1,152.350344
-24.671259,3,152.350357
-7.7648063,1,152.359604
-11.477293,1,152.359617
-8.796875,1,152.369516
-127.065796,12,152.369536
-8.897433,1,152.369542
-7.6931205,1,152.380601
-7.7050023,1,152.389069
-29.59863,2,152.38908
-13.879464,1,152.39748
-86.28726,7,152.397495
-10.615109,1,152.397501
-10.720542,1,152.405872
-17.824566,2,152.415144
-11.717124,1,152.423103
-74.70423,7,152.431805
-14.3643875,1,152.431818
-7.8093076,1,152.440226
-16.293552,1,152.449192
-30.777706,2,152.449202
-8.579465,1,152.457198
-84.82282,7,152.465636
-20.463158,2,152.473733
-13.323419,1,152.481751
-9.857247,1,152.490044
-141.64479,11,152.490058
-8.283206,1,152.498215
-44.891056,5,152.506348
-10.85614,1,152.516993
-8.008161,1,152.527137
-32.69748,3,152.527156
-8.859811,1,152.536842
-67.95921,5,152.536855
-8.89544,1,152.536861
-13.40179,1,152.547543
-8.720292,1,152.547555
-13.328733,1,152.556072
-11.090351,1,152.556087
-11.566817,1,152.564857
-8.35974,1,152.564868
-7.642721,1,152.574135
-168.4917,14,152.574155
-53.766148,4,152.574163
-17.039541,1,152.583654
-16.455582,1,152.583683
-8.60606,1,152.593488
-8.769953,1,152.593505
-12.367963,1,152.601892
-9.657253,1,152.61045
-8.56832,1,152.619998
-7.8988223,1,152.627914
-116.56619,10,152.642853
-101.03778,10,152.651155
-6.195807,1,152.660381
-98.56346,9,152.660393
-13.406463,1,152.670111
-7.551249,1,152.670135
-30.92815,3,152.670143
-71.64975,6,152.670148
-8.823968,1,152.679858
-12.333947,1,152.679878
-17.400114,1,152.679884
-7.959143,1,152.689127
-9.454289,1,152.68914
-17.096437,1,152.689146
-11.69284,1,152.699207
-11.416158,1,152.707721
-29.93001,2,152.707734
-7.767487,1,152.716557
-42.043003,4,152.725473
-13.335704,1,152.73489
-29.483753,2,152.7349
-8.622472,1,152.74316
-7.5491886,1,152.743171
-8.078318,1,152.751817
-8.594519,1,152.751829
-7.2258935,1,152.760667
-140.76262,11,152.769655
-9.56064,1,152.769667
-69.13861,7,152.769674
-49.795807,5,152.795751
-121.957,10,152.811225
-8.030258,1,152.819536
-58.966103,6,152.830909
-148.72026,12,152.839379
-10.952989,1,152.84832
-142.0341,13,152.848331
-32.311596,4,152.848337
-8.147473,1,152.856985
-13.54194,1,152.856998
-7.4930305,1,152.857004
-11.216001,1,152.86568
-14.021192,1,152.865699
-8.23812,1,152.865708
-7.107187,1,152.873661
-28.473698,2,152.883091
-8.062011,1,152.891166
-9.363594,1,152.899635
-39.574986,4,152.908803
-17.218107,1,152.908817
-8.868892,1,152.91722
-85.70018,10,152.917229
-74.21147,7,152.925306
-19.641733,2,152.933659
-7.454447,1,152.941907
-38.83461,3,152.950249
-9.720978,1,152.958481
-59.667206,6,152.966813
-9.741848,1,152.974688
-126.33038,11,152.990753
-61.945374,5,152.990779
-41.223686,4,152.999626
-12.039568,1,152.999644
-40.18106,4,153.02118
-10.1825285,1,153.029189
-7.713097,1,153.037614
-160.95865,14,153.03763
-74.49068,8,153.045485
-8.039292,1,153.045495
-15.919497,2,153.05292
-8.359429,1,153.06119
-131.07191,10,153.069228
-10.8104515,1,153.077907
-88.686386,6,153.090732
-12.798668,1,153.099912
-39.507496,4,153.109052
-46.097397,6,153.109066
-114.40507,8,153.109073
-8.207125,1,153.117445
-23.706316,2,153.126051
-13.471246,1,153.134224
-12.904435,1,153.142064
-9.965849,1,153.150681
-51.72677,6,153.150692
-13.266919,1,153.158841
-44.3026,5,153.158857
-62.80298,6,153.158864
-8.643752,1,153.16713
-14.487846,1,153.176491
-8.329798,1,153.185611
-42.700714,4,153.185621
-41.282913,4,153.195922
-31.92202,4,153.19595
-7.789079,1,153.195957
-7.679475,1,153.205767
-9.846942,1,153.205781
-29.91637,2,153.205787
-13.590114,1,153.215243
-12.374412,1,153.224125
-28.063074,3,153.232486
-13.501319,1,153.24164
-25.978268,3,153.250448
-7.3973255,1,153.25046
-13.731565,1,153.259209
-15.8626995,1,153.267113
-115.670975,9,153.276684
-33.08222,3,153.2767
-7.9229856,1,153.285775
-9.908556,1,153.285785
-8.712177,1,153.294157
-109.709274,11,153.303422
-13.909917,1,153.303443
-58.725544,5,153.315215
-9.264074,1,153.315234
-22.286388,1,153.323284
-48.772976,5,153.332811
-58.82832,5,153.348836
-57.181515,6,153.359781
-103.173645,9,153.359795
-36.31238,3,153.368231
-15.012952,1,153.368242
-13.922693,1,153.368248
-7.1545773,1,153.376575
-8.140061,1,153.376589
-111.800606,11,153.385129
-11.817665,1,153.385141
-7.5778794,1,153.385148
-25.696463,3,153.39417
-11.815631,1,153.394182
-9.926882,1,153.394187
-12.078834,1,153.404711
-8.24903,1,153.404731
-7.8777685,1,153.414104
-10.062776,1,153.414116
-28.23773,3,153.432556
-27.961712,3,153.432569
-62.774685,5,153.432576
-8.200676,1,153.442065
-14.439174,1,153.442079
-10.097438,1,153.450663
-12.904256,1,153.450674
-82.543526,9,153.459527
-8.812656,1,153.459537
-36.674095,4,153.468159
-6.800912,1,153.47652
-26.759506,3,153.485421
-62.599262,6,153.497659
-13.294525,1,153.506909
-39.92046,4,153.506924
-12.675683,1,153.516312
-69.181366,7,153.516333
-7.852906,1,153.525163
-7.24243,1,153.534224
-7.9674153,1,153.542784
-39.200203,4,153.542797
-9.217104,1,153.55201
-105.140015,10,153.564839
-51.124157,6,153.564852
-30.694004,3,153.564859
-7.917487,1,153.573925
-13.004439,1,153.573933
-13.341482,1,153.573939
-23.483326,3,153.573944
-7.2916527,1,153.582802
-8.02141,1,153.582815
-12.091255,1,153.592027
-30.685802,3,153.607948
-71.47401,6,153.618988
-8.688969,1,153.627587
-7.6544824,1,153.635929
-7.8802996,1,153.643858
-7.6514344,1,153.652445
-31.286366,2,153.66476
-143.59607,13,153.664774
-8.512598,1,153.67338
-10.039552,1,153.681849
-153.05609,15,153.681861
-36.87761,4,153.693701
-15.492844,1,153.701897
-8.693725,1,153.710829
-40.90037,4,153.710839
-13.244297,1,153.720843
-12.506583,1,153.720865
-10.305666,1,153.729422
-189.4527,18,153.741716
-7.948183,1,153.750461
-96.437454,9,153.750477
-59.17507,4,153.758801
-8.743322,1,153.767598
-24.086306,3,153.776287
-52.531036,7,153.776297
-11.155356,1,153.784568
-56.27965,6,153.797258
-29.488152,3,153.79727
-8.53862,1,153.805261
-67.00922,8,153.826871
-123.340065,11,153.835512
-10.54004,1,153.835525
-11.031837,1,153.844001
-12.278859,1,153.852091
-7.944034,1,153.860248
-125.79607,11,153.868747
-7.8615947,1,153.868762
-10.000215,1,153.877959
-120.57493,11,153.877969
-11.190799,1,153.887101
-74.48814,7,153.895405
-12.03958,1,153.904542
-57.028984,5,153.913272
-8.346694,1,153.913283
-12.495907,1,153.922284
-8.216108,1,153.932001
-75.52712,8,153.951286
-7.989753,1,153.959106
-132.43916,11,153.967918
-67.66302,5,153.967937
-20.048538,1,153.967944
-13.102487,1,153.97715
-41.69797,4,153.99197
-56.02386,5,153.999904
-8.023756,1,153.999919
-10.854279,1,154.008221
-8.102301,1,154.016722
-76.68467,7,154.025678
-186.98645,15,154.025693
-10.173234,1,154.03557
-45.122105,4,154.050305
-8.635472,1,154.059465
-52.327843,5,154.068244
-7.8948646,1,154.068258
-14.574915,1,154.076966
-128.08331,12,154.089068
-35.460224,4,154.098064
-9.284847,1,154.106426
-12.597237,1,154.115503
-52.879715,5,154.115515
-7.539383,1,154.124083
-64.49242,6,154.135267
-202.7043,16,154.135279
-12.397161,1,154.144854
-8.032342,1,154.144875
-63.49061,5,154.154381
-7.6295786,1,154.154396
-16.373545,1,154.154403
-8.198473,1,154.164797
-12.395725,1,154.164809
-7.6277947,1,154.173697
-17.977102,1,154.173709
-15.739256,1,154.182485
-8.933536,1,154.191096
-129.78983,10,154.202133
-95.94257,6,154.213826
-8.384211,1,154.222299
-59.61117,6,154.231475
-12.425534,1,154.231483
-10.97762,1,154.24049
-9.294822,1,154.240503
-54.511887,5,154.240509
-9.632647,1,154.2497
-8.7780695,1,154.249722
-11.134571,1,154.249728
-7.62993,1,154.258792
-7.2202425,1,154.258808
-7.1872787,1,154.268215
-8.251683,1,154.281028
-17.103119,2,154.281044
-34.5212,4,154.290509
-180.90953,16,154.290522
-8.487989,1,154.299713
-27.203941,2,154.299725
-45.329456,4,154.312242
-7.634883,1,154.320281
-14.2277,1,154.328073
-58.277977,5,154.336486
-9.176293,1,154.345598
-57.315964,4,154.357355
-88.02389,9,154.35738
-8.170098,1,154.366421
-11.342935,1,154.366441
-149.01288,13,154.387754
-42.36671,4,154.387768
-66.86055,8,154.396949
-7.111059,1,154.396962
-9.028617,1,154.396968
-7.2587204,1,154.405446
-11.406087,1,154.405459
-14.7301655,1,154.413197
-43.479836,3,154.427279
-31.102825,4,154.427293
-51.27286,5,154.427299
-8.27799,1,154.436222
-8.223253,1,154.436231
-16.050491,1,154.445962
-8.846144,1,154.445977
-135.34659,12,154.445985
-9.527604,1,154.455612
-8.307415,1,154.455625
-6.6499286,1,154.45563
-8.918746,1,154.464523
-44.222794,4,154.464546
-7.9547043,1,154.473613
-19.30228,2,154.473625
-21.292704,2,154.473631
-12.617189,1,154.482005
-8.785175,1,154.490832
-25.52905,2,154.501842
-65.405754,6,154.514044
-83.93879,8,154.522211
-8.918867,1,154.531101
-40.633827,4,154.542079
-8.614067,1,154.550797
-100.79614,7,154.55081
-15.769405,1,154.558417
-198.31316,14,154.570188
-117.3046,10,154.590539
-7.3394427,1,154.599089
-12.30641,1,154.607364
-99.87681,8,154.607376
-88.08548,9,154.607382
-14.64151,1,154.615788
-15.517066,2,154.623651
-19.195925,2,154.623664
-8.572714,1,154.632268
-8.115759,1,154.640983
-126.25083,10,154.640995
-43.003532,4,154.658698
-138.6375,8,154.667571
-14.300378,1,154.667582
-61.8923,6,154.676776
-12.813508,1,154.676795
-13.063518,1,154.68474
-7.605596,1,154.697102
-36.52298,3,154.71236
-162.1771,16,154.726737
-156.17825,13,154.743057
-65.07265,7,154.743069
-79.53096,6,154.753813
-33.26694,3,154.762668
-12.29451,1,154.771129
-20.172514,2,154.77114
-177.94228,17,154.779537
-17.171446,2,154.788231
-8.00718,1,154.788246
-8.793269,1,154.798503
-11.050398,1,154.807464
-59.402077,4,154.807476
-88.15605,9,154.815795
-8.218518,1,154.815806
-10.973488,1,154.824518
-8.240032,1,154.824526
-23.924395,2,154.824531
-10.380426,1,154.832882
-8.881582,1,154.832899
-70.70089,6,154.842041
-8.710034,1,154.842052
-12.415187,1,154.850498
-15.58127,2,154.850506
-6.553075,1,154.858318
-8.564757,1,154.867665
-8.399743,1,154.875932
-9.05449,1,154.884147
-69.09378,6,154.893237
-7.0571704,1,154.89325
-8.246265,1,154.902551
-101.49459,9,154.902567
-13.517858,1,154.902575
-7.7617893,1,154.914545
-8.45151,1,154.914554
-7.4343143,1,154.923294
-34.149185,3,154.93451
-19.906874,2,154.934522
-8.449387,1,154.942684
-11.061732,1,154.942696
-14.341828,1,154.95209
-58.58507,6,154.952105
-8.618635,1,154.961436
-7.4075046,1,154.961449
-206.74591,15,154.975009
-7.2845774,1,154.9834
-8.078711,1,154.992698
-102.38157,8,155.011737
-8.137968,1,155.020354
-121.06384,10,155.029634
-136.59499,13,155.037881
-35.468235,3,155.047024
-83.0586,8,155.047039
-8.723051,1,155.047046
-7.5459967,1,155.055653
-8.504063,1,155.055662
-15.239199,1,155.063721
-8.788393,1,155.072407
-7.720037,1,155.081469
-47.418156,7,155.090318
-14.012227,1,155.099316
-74.52469,6,155.108326
-8.367553,1,155.116239
-95.45111,8,155.116249
-47.843235,5,155.124611
-24.847631,3,155.124621
-8.290743,1,155.124626
-7.1631913,1,155.13371
-14.970633,1,155.133719
-28.892805,2,155.133725
-9.90848,1,155.143022
-8.349268,1,155.143034
-10.567545,1,155.151864
-9.163399,1,155.151874
-8.694619,1,155.160543
-56.45006,6,155.176596
-61.86883,5,155.185191
-60.49154,4,155.185202
-12.866244,1,155.194168
-15.326678,1,155.194183
-9.126898,1,155.203368
-8.217416,1,155.20338
-7.936471,1,155.214316
-9.948849,1,155.222928
-7.7450533,1,155.232153
-165.33246,15,155.243796
-61.64439,5,155.243807
-95.17213,8,155.243813
-8.131403,1,155.252895
-11.1466465,1,155.25291
-8.330714,1,155.261638
-8.751871,1,155.269609
-8.487824,1,155.277882
-29.937958,3,155.277895
-138.95973,12,155.304864
-157.88791,12,155.318549
-10.955838,1,155.327533
-115.97569,9,155.327568
-12.297081,1,155.336465
-105.4898,10,155.336497
-9.763479,1,155.345801
-9.318381,1,155.354364
-12.578196,1,155.363224
-12.496429,1,155.372677
-38.117817,4,155.372714
-11.504,1,155.3819
-97.70127,10,155.390958
-11.93056,1,155.400569
-43.786453,4,155.414422
-59.744423,6,155.42354
-164.97578,12,155.43203
-14.629337,1,155.440282
-13.227622,1,155.448422
-43.215237,6,155.463916
-7.4035134,1,155.473589
-130.13492,10,155.473611
-45.727413,4,155.473617
-12.066533,1,155.482427
-99.44722,9,155.482441
-11.945379,1,155.492018
-7.381509,1,155.492033
-8.002972,1,155.501045
-10.098408,1,155.501061
-10.3237095,1,155.509659
-47.67254,5,155.518807
-32.422264,3,155.530307
-33.04452,4,155.54877
-13.609231,1,155.55638
-17.783663,2,155.568578
-144.20337,13,155.568594
-7.892073,1,155.577376
-17.813892,1,155.577388
-8.283995,1,155.586717
-101.54309,10,155.586732
-12.953008,1,155.594806
-14.706425,2,155.603238
-8.400558,1,155.611266
-7.1947646,1,155.620621
-72.797,6,155.631574
-172.26323,17,155.641253
-9.038722,1,155.641264
-26.86058,2,155.64127
-56.44835,6,155.649719
-7.227916,1,155.649729
-7.31007,1,155.658281
-9.677793,1,155.658293
-14.340453,1,155.667113
-12.145193,1,155.667132
-31.165691,3,155.66714
-7.8203645,1,155.676067
-7.7986674,1,155.676077
-23.277863,1,155.676083
-14.182332,1,155.68462
-13.066329,1,155.684629
-8.214419,1,155.692839
-7.0709767,1,155.692853
-31.634604,3,155.701944
-7.8684225,1,155.701956
-9.928514,1,155.710151
-17.19945,1,155.710165
-90.51739,9,155.720169
-13.818802,1,155.720194
-8.728885,1,155.732361
-9.7347355,1,155.732379
-45.63547,4,155.732386
-22.236502,2,155.732392
-11.712172,1,155.740914
-7.3804374,1,155.740926
-7.900495,1,155.749509
-28.008888,3,155.761688
-15.227292,2,155.761699
-10.131185,1,155.771431
-11.331439,1,155.771442
-9.5308075,1,155.78051
-7.9469557,1,155.787818
-36.71272,3,155.79647
-118.35351,9,155.80397
-125.7106,11,155.816317
-6.6993637,1,155.825657
-35.20982,4,155.825679
-7.7288795,1,155.835416
-8.965401,1,155.835434
-8.915504,1,155.847142
-63.272346,7,155.847156
-24.603165,2,155.85544
-55.519283,7,155.864268
-9.23382,1,155.864281
-15.782181,1,155.872579
-7.6996913,1,155.872602
-7.1138663,1,155.882191
-12.831991,1,155.882203
-8.189302,1,155.890643
-13.481897,1,155.890653
-57.82916,6,155.898607
-66.70483,7,155.907472
-24.402706,2,155.907484
-25.16134,2,155.916698
-12.234961,1,155.91671
-9.075224,1,155.916716
-32.51906,4,155.927575
-7.415185,1,155.927599
-8.684536,1,155.927607
-13.828907,1,155.927612
-12.878017,1,155.936414
-7.056302,1,155.946853
-12.359124,1,155.955332
-24.721935,3,155.955352
-13.762312,1,155.963974
-8.9168,1,155.963987
-37.441605,4,155.963994
-44.736572,5,155.972584
-13.79085,1,155.972598
-47.257088,3,155.988214
-8.082624,1,155.996168
-15.769252,1,156.004353
-59.72095,6,156.012878
-8.740297,1,156.012886
-89.1948,8,156.022387
-10.416607,1,156.0224
-8.643909,1,156.031571
-7.690141,1,156.031585
-8.703963,1,156.040617
-9.0714855,1,156.04063
-104.561386,10,156.040637
-9.104437,1,156.050268
-11.96954,1,156.050282
-18.172447,2,156.065248
-58.52312,6,156.065266
-9.625442,1,156.074373
-9.24274,1,156.074387
-15.476298,1,156.082807
-8.426295,1,156.082817
-82.53727,7,156.094051
-8.62336,1,156.102888
-50.596497,5,156.11478
-37.71333,3,156.123548
-7.9407883,1,156.133177
-8.105145,1,156.141821
-7.608767,1,156.150133
-160.40347,14,156.158429
-93.94456,10,156.15844
-7.954905,1,156.158446
-21.059464,1,156.166772
-9.741147,1,156.166781
-8.466285,1,156.166786
-13.608806,1,156.174899
-90.162094,8,156.183606
-8.290357,1,156.183619
-11.840164,1,156.192418
-17.216658,1,156.200603
-24.78539,2,156.212453
-8.881862,1,156.221776
-78.53546,8,156.230649
-14.681295,2,156.242606
-7.7972493,1,156.251739
-121.3181,11,156.251753
-11.72403,1,156.262671
-113.54143,10,156.262682
-9.657303,1,156.262689
-13.785168,1,156.270986
-7.8460927,1,156.271
-8.069418,1,156.28003
-13.647568,1,156.28005
-9.170867,1,156.288503
-7.9401336,1,156.288519
